MSISDN,ProductID,ActionType,MonthlyValueQAR,Segment,LTV_Band,Lifecycle,AccountType,Language,Tenure_M,Churn_Prob,Days_To_Renewal,Data_Cap_GB,Data_Used_GB,Data_Usage_Pct,Overage_Months,Voice_Min,Intl_Min,Roaming_Days,Usage_Trend,Top_App,Pct_5G,ARPU_QAR,ARPU_Trend,Late_Payments,Outstanding_QAR,Dunning_Flag,Payment_Method,Device_Model,Device_Type,Device_Tier,Network_Capability,Device_Age_M,Upgrade_Eligible,Last_Upgrade_M,Avg_DL_Speed_Mbps,Dropped_Call_Rate,Latency_ms,Coverage_Score,Cell_Congestion,Network_Complaints_90d,Network_Issue_Flag,Channel_Affinity,App_Logins_30d,Consent_Flag,Loyalty_Tier,Last_Campaign_Resp,Recent_Complaint,Sentiment,NPS,Call_Transcript,NBO_Alt_Action,NBO_Reason,Accept_Ind
97452881518,Roaming_Daily_Pass,CrossSell,60.0,HVC,LOW,Onboarding,Prepaid,AR,19,0.313,204,10,8.8,87.7,1,286,13,0,Rising,WhatsApp,0.84,177.0,Down,1,8.7,0,Cash,iPhone 14,Smartphone,Mid,5G,11,0,55,111.2,0.051,58,0.82,0.23,0,0,WhatsApp,7,1,Silver,Ignored,0,Positive,1,customer asked about international calling rates,Loyalty_Points_2x,Renewal window,0
97457808737,Loyalty_Points_2x,Retention,0.0,Mass,LOW,AtRisk,Postpaid,AR,87,0.445,132,5,1.6,31.8,1,17,0,0,Rising,Snapchat,0.04,128.7,Up,0,0.0,0,Manual_Card,Other,Smartphone,Budget,4G,31,1,30,33.4,0.029,68,0.54,0.24,1,1,SMS,9,0,Silver,None,0,Neutral,0,customer asked about international calling rates,200mins_Upsell,High data usage trend,0
97455725794,200mins_Upsell,Upsell,35.0,Mass,MED,Maturity,Prepaid,AR,68,0.204,1,10,7.9,79.5,0,132,0,0,Falling,WhatsApp,0.73,131.1,Flat,0,0.0,0,Autopay_Card,Huawei P60,IoT,Flagship,4G,1,0,38,50.8,0.079,50,0.8,0.06,0,0,SMS,9,1,Platinum,Ignored,0,Positive,5,customer asked how to add more data,Retention_Save_25pct,Loyalty reward due,0
97455200538,Retention_Save_25pct,Retention,90.0,Mass,LOW,Maturity,Prepaid,EN,91,0.143,185,20,17.5,87.5,2,165,19,0,Stable,WhatsApp,0.75,134.7,Down,2,3.4,1,Cash,Pixel 8,Smartphone,Flagship,5G,7,0,55,122.2,0.086,55,0.83,0.19,0,0,Call,7,1,None,None,0,Positive,8,customer asked about international calling rates,Home_Free_OoredooTV,Churn risk detected,1
97452473761,Retention_Save_25pct,Retention,90.0,Mass,MED,Renewal,Postpaid,AR,41,0.347,1,100,25.3,25.3,3,332,15,3,Stable,Netflix,0.85,114.6,Flat,1,9.6,0,Cash,iPhone 15,Smartphone,Flagship,5G,32,1,18,102.6,0.064,79,0.61,0.48,0,0,SMS,7,1,Gold,Accepted,1,Negative,7,customer threatened to switch to a competitor,200mins_Upsell,High data usage trend,0
97457403546,10GB_Aggressive_HVC,Retention,120.0,Youth,HIGH,Maturity,Prepaid,EN,114,0.116,71,10,5.2,52.0,3,30,0,0,Rising,WhatsApp,0.81,85.1,Flat,0,0.0,0,Autopay_Card,Galaxy A54,Smartphone,Mid,4G,22,1,43,52.2,0.043,80,0.43,0.42,0,0,SMS,15,1,None,Accepted,0,Neutral,7,customer inquired about upgrading their phone,Roaming_Daily_Pass,High data usage trend,0
97452493161,Home_Free_OoredooTV,CrossSell,150.0,Mass,MED,AtRisk,Postpaid,EN,107,0.557,224,10,10.9,108.7,2,484,26,0,Rising,Gaming,0.13,90.7,Down,1,10.3,0,Cash,iPhone 15,Smartphone,Flagship,5G,38,1,1,170.8,0.033,52,0.66,0.32,0,0,SMS,7,1,Gold,None,0,Positive,9,customer inquired about upgrading their phone,10GB_Aggressive_HVC,Loyalty reward due,1
97454759783,Loyalty_Points_2x,Retention,0.0,Youth,MED,AtRisk,Hybrid,EN,109,0.975,188,100,97.0,97.0,0,160,28,0,Stable,Snapchat,0.15,94.5,Flat,3,23.6,1,Autopay_Card,Pixel 8,Feature Phone,Flagship,4G,40,1,2,47.8,0.016,49,0.76,0.13,0,0,Push,12,1,None,None,0,Negative,6,customer threatened to switch to a competitor,5G_Unlimited_Upgrade,Loyalty reward due,0
97458526737,Home_Free_OoredooTV,CrossSell,150.0,HVC,HIGH,Growth,Postpaid,EN,85,0.345,104,100,27.0,27.0,3,896,33,0,Rising,Netflix,0.26,55.9,Flat,1,24.0,0,Manual_Card,iPhone 14,Smartphone,Mid,5G,45,1,24,91.7,0.04,23,0.79,0.1,0,0,SMS,5,1,None,Rejected,1,Negative,8,customer threatened to switch to a competitor,10GB_Aggressive_HVC,Renewal window,0
97459283291,Roaming_Daily_Pass,CrossSell,60.0,Youth,MED,Growth,Postpaid,EN,23,0.156,316,50,15.1,30.3,1,120,0,4,Falling,Gaming,0.66,65.5,Up,1,20.5,0,Bank_Transfer,Huawei P60,Router/MiFi,Flagship,5G,33,1,17,172.6,0.072,40,0.88,0.12,0,0,Email,8,1,Silver,Ignored,0,Positive,9,customer asked about international calling rates,Loyalty_Points_2x,Churn risk detected,0
97459902196,10GB_Aggressive_HVC,Retention,120.0,Youth,MED,Growth,Prepaid,EN,18,0.125,359,5,5.4,108.5,0,100,0,0,Stable,TikTok,0.79,91.0,Up,0,0.0,0,Autopay_Card,Pixel 8,Smartphone,Flagship,5G,12,0,55,101.1,0.036,33,0.71,0.14,0,0,Call,6,1,Platinum,Rejected,0,Neutral,7,customer inquired about upgrading their phone,Loyalty_Points_2x,High data usage trend,0
97459622106,Retention_Save_25pct,Retention,90.0,Mass,MED,Maturity,Postpaid,EN,114,0.211,35,20,13.6,68.0,0,43,0,0,Rising,Instagram,0.57,47.3,Down,0,0.0,0,Cash,Other,Smartphone,Budget,4G,8,0,50,40.5,0.04,75,0.66,0.28,0,0,SMS,14,1,Gold,Rejected,0,Neutral,2,customer inquired about upgrading their phone,Loyalty_Points_2x,Device upgrade eligible,0
97456003724,Loyalty_Points_2x,Retention,0.0,Youth,HIGH,Maturity,Hybrid,EN,104,0.474,91,10,2.7,26.6,0,370,0,0,Rising,YouTube,0.33,75.1,Up,0,0.0,0,Bank_Transfer,Galaxy S23,Smartphone,Flagship,5G,9,0,39,125.3,0.067,21,0.72,0.07,0,0,Push,6,1,Silver,Accepted,1,Negative,10,customer threatened to switch to a competitor,Device_Upgrade_iPhone,Churn risk detected,0
97452804324,1GB_plus_100mins,NBO,40.0,Business,LOW,Maturity,Postpaid,EN,105,0.451,2,5,4.3,85.1,0,196,0,1,Rising,TikTok,0.97,104.2,Down,0,0.0,0,Autopay_Card,iPhone 15,Tablet,Flagship,5G,1,0,28,105.1,0.058,57,0.59,0.39,0,0,Push,11,1,Platinum,Accepted,0,Positive,0,no recent call-center contact,Device_Upgrade_iPhone,Device upgrade eligible,0
97458551626,Retention_Save_25pct,Retention,90.0,Youth,MED,AtRisk,Postpaid,EN,77,1.0,56,5,2.4,48.6,2,205,0,0,Rising,Snapchat,0.93,151.5,Flat,0,0.0,0,Manual_Card,iPhone 15,Smartphone,Flagship,5G,9,0,8,153.4,0.039,21,0.92,0.05,0,0,Push,10,0,Gold,Ignored,0,Negative,7,customer unhappy after roaming charges abroad,5G_Unlimited_Upgrade,High data usage trend,0
97458214673,Loyalty_Points_2x,Retention,0.0,Mass,HIGH,Maturity,Postpaid,EN,102,0.162,133,10,3.2,31.9,2,147,2,0,Rising,WhatsApp,0.16,76.9,Up,0,0.0,0,Autopay_Card,Huawei P60,Router/MiFi,Flagship,5G,11,0,55,139.7,0.034,75,0.48,0.52,0,0,Push,5,1,None,Ignored,0,Neutral,10,no recent call-center contact,Device_Upgrade_iPhone,Churn risk detected,0
97459912893,200mins_Upsell,Upsell,35.0,Mass,MED,Renewal,Postpaid,EN,59,0.117,59,5,2.9,58.9,0,382,0,0,Stable,WhatsApp,0.38,105.7,Flat,0,0.0,0,Cash,Huawei P60,Smartphone,Flagship,5G,7,0,54,145.7,0.05,38,0.63,0.18,0,0,WhatsApp,9,1,Gold,None,0,Positive,0,no recent call-center contact,Home_Free_OoredooTV,Device upgrade eligible,0
97456858530,Device_Upgrade_iPhone,Upsell,280.0,Youth,MED,Maturity,Postpaid,EN,20,0.319,335,5,4.4,88.1,2,242,0,0,Stable,WhatsApp,0.46,77.5,Up,0,0.0,0,Bank_Transfer,Huawei P60,Smartphone,Flagship,5G,43,1,57,189.8,0.045,30,0.74,0.12,1,1,SMS,7,1,Gold,None,0,Positive,8,customer asked about international calling rates,Retention_Save_25pct,High data usage trend,0
97452274362,Retention_Save_25pct,Retention,90.0,Mass,MED,Maturity,Postpaid,EN,31,0.089,250,10,0.6,5.8,2,69,0,0,Rising,Netflix,0.23,61.3,Flat,1,13.4,0,Autopay_Card,Other,Router/MiFi,Budget,4G,46,1,27,25.3,0.057,114,0.53,0.52,0,0,Email,5,1,Silver,Rejected,0,Positive,10,customer asked about international calling rates,5G_Unlimited_Upgrade,Churn risk detected,0
97455526119,Roaming_Daily_Pass,CrossSell,60.0,Youth,MED,Onboarding,Postpaid,AR,102,0.45,31,20,21.2,106.0,3,134,0,5,Stable,TikTok,0.64,50.9,Down,0,0.0,0,Bank_Transfer,iPhone 14,IoT,Mid,4G,17,0,48,40.5,0.03,62,0.75,0.15,0,0,WhatsApp,7,1,None,Accepted,1,Neutral,9,customer unhappy after roaming charges abroad,Device_Upgrade_iPhone,Churn risk detected,0
97455034210,10GB_Aggressive_HVC,Retention,120.0,Mass,HIGH,Maturity,Postpaid,AR,78,0.514,106,50,50.9,101.7,1,652,4,0,Falling,Netflix,0.15,87.5,Down,2,8.3,1,Manual_Card,Galaxy A54,Smartphone,Mid,5G,21,1,4,162.8,0.035,46,0.74,0.17,0,0,Email,5,1,Gold,Rejected,0,Positive,2,no recent call-center contact,Device_Upgrade_iPhone,High data usage trend,0
97458586524,Retention_Save_25pct,Retention,90.0,Youth,LOW,Maturity,Postpaid,EN,119,0.204,261,100,61.0,61.0,0,258,16,5,Stable,Gaming,0.94,145.5,Down,0,0.0,0,Bank_Transfer,Other,Feature Phone,Budget,4G,16,0,31,62.1,0.122,51,0.75,0.09,0,1,WhatsApp,9,1,Silver,Ignored,0,Positive,2,no recent call-center contact,Roaming_Daily_Pass,Loyalty reward due,0
97454533154,Data_AddOn_5GB,NBO,50.0,HVC,MED,Growth,Postpaid,EN,107,0.225,100,10,3.9,38.6,0,189,0,0,Stable,WhatsApp,0.77,69.9,Flat,1,31.1,0,Bank_Transfer,Huawei P60,Smartphone,Flagship,5G,29,1,49,155.4,0.028,38,0.59,0.17,0,0,Email,7,1,Silver,Ignored,0,Positive,10,no recent call-center contact,5G_Unlimited_Upgrade,Churn risk detected,0
97453957334,10GB_Aggressive_HVC,Retention,120.0,HVC,HIGH,Renewal,Postpaid,AR,91,0.266,22,50,9.0,18.1,1,531,0,0,Rising,TikTok,0.51,66.6,Flat,0,0.0,0,Bank_Transfer,iPhone 14,Smartphone,Mid,5G,9,0,54,101.5,0.063,41,0.68,0.21,0,0,Email,4,1,Platinum,Ignored,1,Neutral,5,customer complained about slow data speeds at home,1GB_plus_100mins,High data usage trend,0
97451720443,Roaming_Daily_Pass,CrossSell,60.0,Business,LOW,Maturity,Postpaid,EN,5,0.279,41,100,27.8,27.8,1,375,0,0,Stable,Instagram,0.65,123.7,Flat,1,21.9,0,Manual_Card,iPhone 14,Smartphone,Mid,5G,24,1,58,101.8,0.037,28,0.77,0.11,0,0,Push,8,1,Platinum,None,0,Neutral,4,customer asked how to add more data,Device_Upgrade_iPhone,Device upgrade eligible,0
97458519108,Home_Free_OoredooTV,CrossSell,150.0,Youth,MED,Growth,Postpaid,EN,23,0.377,315,50,3.7,7.3,1,259,0,0,Falling,TikTok,0.15,148.9,Up,0,0.0,0,Manual_Card,Galaxy A54,Smartphone,Mid,4G,33,1,25,57.0,0.036,23,0.92,0.04,0,0,Push,8,1,None,None,0,Neutral,3,customer wanted to join the loyalty program,Roaming_Daily_Pass,Device upgrade eligible,0
97457797970,Roaming_Daily_Pass,CrossSell,60.0,Youth,MED,Renewal,Postpaid,EN,45,0.129,7,10,11.2,112.1,3,215,0,0,Falling,Netflix,0.96,79.0,Up,2,7.5,1,Bank_Transfer,Pixel 8,Smartphone,Flagship,5G,4,0,23,167.7,0.078,42,0.62,0.11,0,0,Email,7,1,Platinum,Ignored,0,Neutral,8,customer asked about international calling rates,200mins_Upsell,Device upgrade eligible,0
97451371049,Retention_Save_25pct,Retention,90.0,Business,MED,Growth,Postpaid,AR,5,0.435,36,10,10.7,107.5,2,350,0,0,Stable,Snapchat,0.83,134.1,Down,0,0.0,0,Bank_Transfer,Huawei P60,Smartphone,Flagship,5G,5,0,8,200.4,0.122,40,0.71,0.1,0,1,Email,7,1,Gold,None,0,Neutral,1,customer inquired about upgrading their phone,Roaming_Daily_Pass,Device upgrade eligible,0
97454904010,Data_AddOn_5GB,NBO,50.0,Mass,MED,Maturity,Postpaid,EN,112,0.525,84,20,11.1,55.6,2,71,1,0,Stable,TikTok,0.58,89.3,Down,0,0.0,0,Manual_Card,Galaxy A54,Smartphone,Mid,5G,40,1,43,93.0,0.05,47,0.81,0.21,0,0,Call,5,1,Silver,Ignored,0,Neutral,5,no recent call-center contact,200mins_Upsell,High data usage trend,0
97455317462,Loyalty_Points_2x,Retention,0.0,Mass,MED,Maturity,Hybrid,AR,28,0.209,133,100,68.2,68.2,3,313,1,0,Falling,WhatsApp,0.05,83.6,Flat,1,29.0,0,Bank_Transfer,Huawei P60,Smartphone,Flagship,5G,32,1,40,171.1,0.058,50,0.42,0.26,0,0,SMS,4,1,Platinum,Ignored,0,Positive,10,customer wanted to join the loyalty program,5G_Unlimited_Upgrade,High data usage trend,0
97455223941,200mins_Upsell,Upsell,35.0,HVC,HIGH,Onboarding,Postpaid,AR,46,0.309,145,50,25.3,50.6,2,242,3,0,Rising,Netflix,0.92,102.1,Up,2,74.3,1,Autopay_Card,Huawei P60,Smartphone,Flagship,5G,27,1,32,107.3,0.03,34,0.85,0.12,0,0,SMS,6,1,Silver,Ignored,0,Neutral,2,no recent call-center contact,Loyalty_Points_2x,High data usage trend,1
97459270380,200mins_Upsell,Upsell,35.0,Mass,MED,Maturity,Postpaid,EN,81,0.299,252,20,6.3,31.7,0,459,0,3,Rising,Netflix,0.74,73.9,Up,0,0.0,0,Cash,Pixel 8,Smartphone,Flagship,5G,23,1,51,101.5,0.021,35,0.68,0.04,0,0,Push,7,1,Silver,None,1,Negative,1,customer unhappy after roaming charges abroad,5G_Unlimited_Upgrade,Device upgrade eligible,0
97452356056,200mins_Upsell,Upsell,35.0,Mass,LOW,Growth,Prepaid,EN,5,0.588,241,5,4.8,96.4,3,147,0,0,Rising,Netflix,0.08,134.4,Flat,0,0.0,0,Bank_Transfer,iPhone 14,Smartphone,Mid,4G,7,0,44,56.5,0.059,40,0.88,0.1,0,0,Push,7,1,Gold,Accepted,1,Neutral,3,customer unhappy after roaming charges abroad,Loyalty_Points_2x,Device upgrade eligible,1
97453757100,Home_Free_OoredooTV,CrossSell,150.0,Business,MED,Growth,Postpaid,EN,76,0.328,2,50,10.2,20.4,2,199,9,0,Stable,Netflix,0.59,111.6,Down,2,9.7,1,Cash,iPhone 15,Smartphone,Flagship,5G,39,1,30,190.5,0.033,41,0.75,0.13,0,0,Call,13,1,None,Ignored,0,Neutral,10,customer wanted to join the loyalty program,Retention_Save_25pct,Renewal window,0
97452628339,200mins_Upsell,Upsell,35.0,HVC,MED,Maturity,Postpaid,EN,13,0.059,37,50,9.5,19.0,3,168,0,0,Stable,WhatsApp,0.14,89.0,Down,0,0.0,0,Manual_Card,Other,Smartphone,Budget,4G,47,1,17,31.1,0.103,58,0.72,0.15,0,0,Push,9,1,None,Ignored,0,Neutral,7,customer asked how to add more data,Loyalty_Points_2x,Renewal window,0
97453196760,5G_Unlimited_Upgrade,Upsell,200.0,HVC,MED,Onboarding,Prepaid,EN,108,0.713,116,20,15.7,78.7,2,80,5,0,Stable,WhatsApp,0.12,63.1,Up,1,14.3,0,Bank_Transfer,Other,Smartphone,Budget,4G,13,0,21,43.5,0.077,73,0.79,0.28,1,1,Call,9,1,Gold,None,0,Neutral,2,customer asked how to add more data,Retention_Save_25pct,High data usage trend,0
97459163931,10GB_Aggressive_HVC,Retention,120.0,Mass,LOW,AtRisk,Prepaid,EN,83,0.487,134,5,2.8,56.6,2,109,37,0,Stable,Gaming,0.52,89.7,Up,1,6.6,0,Autopay_Card,Other,Smartphone,Budget,4G,46,1,24,60.2,0.033,43,0.82,0.11,0,0,WhatsApp,7,1,Platinum,Ignored,0,Positive,7,no recent call-center contact,Home_Free_OoredooTV,Device upgrade eligible,0
97459466498,Home_Free_OoredooTV,CrossSell,150.0,Mass,MED,Growth,Hybrid,AR,40,0.128,282,20,4.1,20.6,0,157,0,0,Falling,YouTube,0.82,124.5,Flat,0,0.0,0,Cash,iPhone 15,Smartphone,Flagship,5G,27,1,20,188.2,0.059,47,0.81,0.18,0,0,WhatsApp,9,1,None,Rejected,0,Neutral,1,customer wanted to join the loyalty program,10GB_Aggressive_HVC,High data usage trend,0
97451401841,Data_AddOn_5GB,NBO,50.0,Mass,HIGH,Growth,Hybrid,AR,84,0.303,362,100,51.0,51.0,1,67,0,0,Falling,TikTok,0.61,158.4,Down,0,0.0,0,Manual_Card,Galaxy S23,Smartphone,Flagship,5G,40,1,3,179.3,0.076,30,0.8,0.25,0,0,Call,11,1,Silver,Rejected,0,Neutral,5,customer asked how to add more data,200mins_Upsell,Renewal window,1
97456688826,200mins_Upsell,Upsell,35.0,Mass,HIGH,AtRisk,Prepaid,AR,38,0.593,92,100,104.5,104.5,0,160,0,1,Falling,Gaming,0.22,78.0,Up,0,0.0,0,Autopay_Card,Huawei P60,Smartphone,Flagship,5G,29,1,35,107.3,0.025,27,0.76,0.08,0,0,SMS,13,1,None,Ignored,0,Neutral,9,no recent call-center contact,Data_AddOn_5GB,Loyalty reward due,0
97453095670,200mins_Upsell,Upsell,35.0,Mass,LOW,Maturity,Prepaid,EN,14,0.113,248,20,8.5,42.5,0,166,0,0,Rising,Gaming,0.21,90.3,Flat,1,6.9,0,Cash,iPhone 14,Smartphone,Mid,4G,46,1,24,42.6,0.007,50,0.57,0.1,0,0,Push,9,1,Silver,Ignored,0,Positive,1,customer asked how to add more data,10GB_Aggressive_HVC,Churn risk detected,0
97452733049,Loyalty_Points_2x,Retention,0.0,Mass,MED,Maturity,Postpaid,AR,2,0.14,100,100,78.3,78.3,2,41,0,0,Rising,YouTube,0.37,113.4,Flat,0,0.0,0,Manual_Card,Galaxy S23,Smartphone,Flagship,5G,19,0,32,99.4,0.083,32,0.93,0.01,0,0,SMS,8,1,Silver,Ignored,0,Positive,5,customer wanted to join the loyalty program,Roaming_Daily_Pass,Churn risk detected,0
97453628533,5G_Unlimited_Upgrade,Upsell,200.0,Youth,HIGH,Maturity,Prepaid,AR,27,0.435,364,5,5.4,108.9,3,69,0,0,Stable,TikTok,0.43,64.3,Down,1,20.4,0,Bank_Transfer,Galaxy S23,Smartphone,Flagship,5G,40,1,39,178.0,0.07,33,0.78,0.08,0,0,SMS,10,0,Gold,Ignored,0,Neutral,3,customer wanted to join the loyalty program,Device_Upgrade_iPhone,Loyalty reward due,0
97452749483,10GB_Aggressive_HVC,Retention,120.0,Mass,HIGH,AtRisk,Prepaid,AR,85,0.729,227,5,2.3,45.4,0,804,0,0,Rising,Instagram,0.86,63.6,Up,1,0.3,0,Cash,Other,Smartphone,Budget,4G,19,0,11,40.9,0.064,75,0.55,0.29,0,0,SMS,9,0,None,Rejected,1,Negative,3,customer reported dropped calls in their area,200mins_Upsell,Renewal window,0
97455411777,Data_AddOn_5GB,NBO,50.0,Mass,MED,Growth,Postpaid,AR,68,0.071,29,50,2.6,5.3,0,281,20,0,Rising,WhatsApp,0.8,79.7,Flat,0,0.0,0,Bank_Transfer,Huawei P60,Smartphone,Flagship,5G,28,1,13,102.8,0.024,28,0.72,0.22,1,1,SMS,2,1,Gold,None,0,Neutral,8,no recent call-center contact,200mins_Upsell,Renewal window,0
97459960494,Device_Upgrade_iPhone,Upsell,280.0,Mass,MED,Onboarding,Postpaid,EN,33,0.068,35,100,67.4,67.4,3,241,0,0,Stable,Instagram,0.39,117.4,Up,1,3.2,0,Cash,Galaxy S23,Smartphone,Flagship,5G,34,1,51,160.1,0.079,24,0.53,0.13,0,0,SMS,10,0,None,Ignored,0,Neutral,3,customer asked how to add more data,5G_Unlimited_Upgrade,Churn risk detected,0
97456278005,10GB_Aggressive_HVC,Retention,120.0,Mass,MED,AtRisk,Prepaid,AR,82,0.702,148,5,1.5,30.2,0,270,0,0,Falling,Netflix,0.77,51.1,Down,0,0.0,0,Bank_Transfer,iPhone 14,Smartphone,Mid,5G,1,0,25,103.6,0.047,42,0.76,0.16,0,0,Call,7,1,None,Accepted,0,Negative,4,customer unhappy after roaming charges abroad,1GB_plus_100mins,Renewal window,1
97457509187,Device_Upgrade_iPhone,Upsell,280.0,Mass,HIGH,Onboarding,Postpaid,EN,47,0.159,162,5,5.5,109.6,2,134,0,0,Stable,Snapchat,0.86,86.8,Flat,0,0.0,0,Autopay_Card,Other,IoT,Budget,4G,24,1,57,59.9,0.014,55,0.83,0.12,0,0,Email,5,1,None,None,0,Neutral,6,customer asked about international calling rates,Roaming_Daily_Pass,Device upgrade eligible,0
97455439609,Home_Free_OoredooTV,CrossSell,150.0,Business,LOW,Renewal,Prepaid,AR,19,0.114,17,100,95.9,95.9,3,369,0,0,Falling,Netflix,0.5,145.0,Flat,0,0.0,0,Autopay_Card,Galaxy A54,Smartphone,Mid,5G,31,1,50,177.9,0.041,42,0.58,0.17,0,0,WhatsApp,4,1,Platinum,Ignored,0,Neutral,5,no recent call-center contact,200mins_Upsell,High data usage trend,1
97451125165,Data_AddOn_5GB,NBO,50.0,Mass,LOW,Maturity,Postpaid,EN,81,0.347,30,100,114.8,114.8,3,466,20,6,Falling,Gaming,0.76,102.3,Flat,1,75.3,0,Cash,Galaxy S23,Router/MiFi,Flagship,5G,37,1,14,109.1,0.077,51,0.49,0.29,0,0,SMS,11,1,None,Rejected,1,Negative,9,customer threatened to switch to a competitor,Roaming_Daily_Pass,Loyalty reward due,0
97451757037,200mins_Upsell,Upsell,35.0,Mass,MED,Maturity,Prepaid,EN,55,0.203,343,20,18.6,92.9,2,221,0,0,Stable,YouTube,0.31,85.6,Up,0,0.0,0,Cash,iPhone 14,Smartphone,Mid,5G,17,0,54,165.2,0.058,38,0.77,0.26,0,0,Push,8,0,Silver,Rejected,0,Positive,3,customer inquired about upgrading their phone,Device_Upgrade_iPhone,Churn risk detected,0
97453419853,200mins_Upsell,Upsell,35.0,Mass,HIGH,Renewal,Postpaid,EN,80,0.174,21,5,2.3,46.2,3,304,1,0,Stable,Netflix,0.13,237.5,Down,0,0.0,0,Manual_Card,Pixel 8,Smartphone,Flagship,5G,36,1,23,148.2,0.052,54,0.74,0.28,0,0,Call,5,1,Silver,None,0,Neutral,5,customer inquired about upgrading their phone,Home_Free_OoredooTV,High data usage trend,0
97453193006,200mins_Upsell,Upsell,35.0,Youth,MED,AtRisk,Prepaid,EN,67,0.518,330,10,7.1,70.7,2,82,0,1,Falling,TikTok,0.77,86.5,Flat,1,10.0,0,Bank_Transfer,Huawei P60,Feature Phone,Flagship,4G,5,0,14,50.6,0.036,92,0.71,0.38,1,1,SMS,5,1,Silver,Ignored,0,Positive,2,customer asked about international calling rates,Loyalty_Points_2x,High data usage trend,0
97458565214,10GB_Aggressive_HVC,Retention,120.0,Mass,MED,Onboarding,Postpaid,EN,13,0.262,105,50,27.2,54.4,3,437,14,3,Rising,TikTok,0.87,119.5,Up,1,121.5,0,Manual_Card,Huawei P60,Smartphone,Flagship,5G,32,1,27,106.6,0.091,62,0.53,0.37,0,0,Push,8,1,Platinum,None,0,Positive,9,no recent call-center contact,Home_Free_OoredooTV,High data usage trend,0
97458592294,Data_AddOn_5GB,NBO,50.0,Mass,HIGH,Maturity,Postpaid,AR,6,0.175,208,10,10.5,105.1,2,280,0,0,Rising,TikTok,0.04,106.5,Up,1,89.8,0,Manual_Card,iPhone 14,Smartphone,Mid,5G,20,1,36,145.7,0.081,47,0.63,0.21,1,1,WhatsApp,8,1,None,Ignored,0,Neutral,3,customer wanted to join the loyalty program,Roaming_Daily_Pass,Device upgrade eligible,1
97458687091,Data_AddOn_5GB,NBO,50.0,Youth,MED,Renewal,Postpaid,EN,12,0.263,37,10,2.9,28.8,1,353,0,0,Rising,TikTok,0.65,79.2,Flat,2,59.8,1,Manual_Card,Huawei P60,Smartphone,Flagship,5G,16,0,26,178.9,0.023,29,0.76,0.1,0,0,WhatsApp,7,0,None,Ignored,0,Neutral,5,customer wanted to join the loyalty program,5G_Unlimited_Upgrade,Renewal window,0
97456738297,1GB_plus_100mins,NBO,40.0,Mass,LOW,Growth,Postpaid,EN,27,0.455,112,20,18.0,90.2,1,185,0,0,Rising,YouTube,0.5,74.8,Down,0,0.0,0,Bank_Transfer,Pixel 8,Router/MiFi,Flagship,5G,30,1,14,103.3,0.081,52,0.41,0.25,0,0,Email,9,1,Gold,Ignored,1,Neutral,9,customer complained about slow data speeds at home,10GB_Aggressive_HVC,Loyalty reward due,0
97456005557,200mins_Upsell,Upsell,35.0,Mass,MED,AtRisk,Postpaid,EN,27,0.941,235,20,19.3,96.3,2,227,0,0,Rising,YouTube,0.69,101.9,Up,0,0.0,0,Cash,iPhone 15,Smartphone,Flagship,5G,31,1,16,173.7,0.053,46,0.66,0.27,1,1,WhatsApp,6,1,None,Ignored,0,Negative,4,customer reported dropped calls in their area,1GB_plus_100mins,Churn risk detected,1
97456842340,200mins_Upsell,Upsell,35.0,Mass,LOW,Maturity,Prepaid,EN,110,0.358,199,50,42.8,85.6,3,273,0,0,Falling,Gaming,0.27,61.4,Down,0,0.0,0,Autopay_Card,Galaxy S23,Smartphone,Flagship,5G,27,1,49,157.5,0.032,22,0.67,0.07,0,0,SMS,6,1,Gold,Ignored,0,Neutral,7,no recent call-center contact,10GB_Aggressive_HVC,Renewal window,0
97454661261,Device_Upgrade_iPhone,Upsell,280.0,HVC,MED,Growth,Postpaid,EN,94,0.33,312,20,14.5,72.4,1,392,14,0,Rising,Netflix,0.9,65.5,Down,0,0.0,0,Autopay_Card,Galaxy S23,Smartphone,Flagship,5G,11,0,14,162.3,0.048,38,0.9,0.11,0,0,Email,10,0,Gold,Ignored,0,Positive,9,no recent call-center contact,Data_AddOn_5GB,Device upgrade eligible,0
97457031828,1GB_plus_100mins,NBO,40.0,Business,MED,AtRisk,Prepaid,AR,105,0.609,318,20,8.4,41.8,1,68,29,0,Stable,Gaming,0.43,214.8,Flat,1,25.5,0,Manual_Card,Other,Smartphone,Budget,4G,9,0,29,51.4,0.05,65,0.52,0.31,0,0,SMS,10,1,Gold,None,0,Positive,7,customer asked how to add more data,Data_AddOn_5GB,High data usage trend,0
97458149983,Device_Upgrade_iPhone,Upsell,280.0,Mass,HIGH,AtRisk,Prepaid,AR,57,0.719,338,20,18.5,92.5,0,425,0,7,Stable,TikTok,0.05,64.3,Up,0,0.0,0,Bank_Transfer,Huawei P60,Smartphone,Flagship,5G,19,0,50,151.2,0.095,43,0.8,0.26,0,0,SMS,11,1,None,Ignored,0,Neutral,5,customer wanted to join the loyalty program,Loyalty_Points_2x,High data usage trend,0
