MSISDN,Selected_Action,ActionType,Propensity,MonthlyValueQAR,Churn_Prob,Data_Usage_Pct,Overage_Months,Days_To_Renewal,LTV_Band,Usage_Trend,Upgrade_Eligible,Sentiment,Loyalty_Tier,Consent_Flag,Network_Issue_Flag,Device_Type,msisdn,guard_status,p_baseline,p_nbx
97453488934,10GB_Aggressive_HVC,Retention,0.3266,120,0.761,81.6,2,131,LOW,Stable,0,Positive,None,0,1,Smartphone,97453488934,SOFTENED,0.27760999999999997,0.27760999999999997
97454676757,Device_Upgrade_iPhone,Upsell,0.2794,280,0.506,33.3,0,50,MED,Rising,1,Positive,Silver,0,0,Tablet,97454676757,APPROVED,0.23748999999999998,0.23748999999999998
97459933989,Device_Upgrade_iPhone,Upsell,0.2109,280,0.433,6.2,0,234,LOW,Stable,1,Neutral,None,1,0,Smartphone,97459933989,APPROVED,0.179265,0.22049595000000005
97458680626,Device_Upgrade_iPhone,Upsell,0.3873,280,0.435,88.9,2,272,HIGH,Stable,0,Neutral,None,1,0,Smartphone,97458680626,APPROVED,0.32920499999999997,0.41809035000000005
97451312236,Device_Upgrade_iPhone,Upsell,0.2405,280,0.248,57.8,1,91,LOW,Stable,1,Positive,Silver,1,1,Smartphone,97451312236,APPROVED,0.204425,0.26779675000000003
97453105455,Device_Upgrade_iPhone,Upsell,0.4493,280,0.403,101.7,3,335,HIGH,Falling,1,Positive,None,1,0,Smartphone,97453105455,APPROVED,0.381905,0.5155717500000001
97458395069,10GB_Aggressive_HVC,Retention,0.2409,120,0.564,70.7,2,17,MED,Stable,0,Positive,Platinum,1,0,Smartphone,97458395069,APPROVED,0.204765,0.2887186500000001
97451524724,Device_Upgrade_iPhone,Upsell,0.3534,280,0.276,108.2,2,230,MED,Stable,1,Neutral,None,1,1,Smartphone,97451524724,APPROVED,0.30039,0.39351090000000005
97458701036,Device_Upgrade_iPhone,Upsell,0.2419,280,0.21,71.3,2,221,MED,Falling,1,Neutral,Gold,1,0,Router/MiFi,97458701036,APPROVED,0.205615,0.28580485000000005
97453532454,Device_Upgrade_iPhone,Upsell,0.3374,280,0.063,109.2,1,198,MED,Stable,1,Positive,None,1,0,Smartphone,97453532454,APPROVED,0.28679,0.3871665000000001
97459258868,Device_Upgrade_iPhone,Upsell,0.3119,280,0.145,16.8,3,38,HIGH,Stable,1,Neutral,Silver,1,1,IoT,97459258868,APPROVED,0.265115,0.37381215000000007
97453642343,Device_Upgrade_iPhone,Upsell,0.3216,280,0.392,84.9,2,331,MED,Falling,0,Positive,None,0,0,Smartphone,97453642343,APPROVED,0.27336,0.27336
97454908850,Device_Upgrade_iPhone,Upsell,0.2799,280,0.59,44.1,2,130,HIGH,Rising,1,Positive,Gold,1,0,Router/MiFi,97454908850,APPROVED,0.237915,0.34497675000000005
97456957247,10GB_Aggressive_HVC,Retention,0.1789,120,0.162,54.9,0,42,MED,Stable,0,Neutral,Silver,0,0,Smartphone,97456957247,APPROVED,0.152065,0.152065
97452136526,Device_Upgrade_iPhone,Upsell,0.1686,280,0.425,19.5,0,242,LOW,Rising,0,Negative,Silver,1,0,Smartphone,97452136526,APPROVED,0.14331,0.18200370000000002
97456013288,200mins_Upsell,Upsell,0.2525,35,0.315,79.0,0,21,LOW,Rising,0,Neutral,Silver,1,1,Smartphone,97456013288,APPROVED,0.21462499999999998,0.27257375
97455545138,1GB_plus_100mins,NBO,0.1432,40,0.183,55.6,3,143,MED,Falling,0,Neutral,None,1,0,Smartphone,97455545138,APPROVED,0.12172,0.1545844
97458055083,Device_Upgrade_iPhone,Upsell,0.2248,280,0.494,71.2,2,319,MED,Falling,1,Positive,Silver,1,1,Router/MiFi,97458055083,APPROVED,0.19108,0.25031480000000006
97459964961,Device_Upgrade_iPhone,Upsell,0.4505,280,0.494,104.9,0,48,LOW,Falling,1,Positive,Platinum,1,0,Smartphone,97459964961,APPROVED,0.382925,0.5705582500000002
97456978821,Device_Upgrade_iPhone,Upsell,0.3633,280,0.306,97.8,3,37,MED,Stable,1,Neutral,Gold,1,0,IoT,97456978821,APPROVED,0.308805,0.46011945000000015
97454682677,Device_Upgrade_iPhone,Upsell,0.3037,280,0.18,116.5,0,325,MED,Stable,1,Positive,Gold,1,0,Smartphone,97454682677,APPROVED,0.258145,0.3588215500000001
97454657481,Device_Upgrade_iPhone,Upsell,0.4994,280,0.321,99.8,2,17,LOW,Stable,1,Neutral,Platinum,1,0,Smartphone,97454657481,APPROVED,0.42449,0.6324901000000002
97454761628,Device_Upgrade_iPhone,Upsell,0.3927,280,0.164,96.0,0,51,MED,Rising,0,Neutral,Gold,1,1,Smartphone,97454761628,APPROVED,0.333795,0.47732685000000014
97458326182,Device_Upgrade_iPhone,Upsell,0.299,280,0.345,52.2,1,210,HIGH,Stable,1,Negative,Gold,1,0,Smartphone,97458326182,APPROVED,0.25415,0.3685175000000001
97453890941,Loyalty_Points_2x,Retention,0.1611,0,0.26,39.9,0,55,MED,Falling,0,Neutral,Gold,1,0,Smartphone,97453890941,APPROVED,0.136935,0.17664615000000003
97452502756,Device_Upgrade_iPhone,Upsell,0.4189,280,0.662,84.7,2,168,MED,Rising,1,Neutral,Platinum,0,0,Smartphone,97452502756,APPROVED,0.35606499999999996,0.35606499999999996
97454008622,Device_Upgrade_iPhone,Upsell,0.1791,280,0.185,6.4,3,23,LOW,Falling,1,Positive,None,0,1,Smartphone,97454008622,REVIEW_CREDIT,0.152235,0.152235
97451204408,10GB_Aggressive_HVC,Retention,0.3552,120,0.626,70.5,1,8,HIGH,Stable,1,Positive,None,1,0,Smartphone,97451204408,APPROVED,0.30192,0.4438224000000002
97451955283,Device_Upgrade_iPhone,Upsell,0.2263,280,0.154,67.5,3,246,LOW,Falling,1,Neutral,Silver,1,0,Tablet,97451955283,APPROVED,0.192355,0.2596792500000001
97451810430,1GB_plus_100mins,NBO,0.1517,40,0.374,72.2,2,117,MED,Stable,0,Positive,None,1,0,Smartphone,97451810430,APPROVED,0.128945,0.16376015000000005
97457943970,Device_Upgrade_iPhone,Upsell,0.2132,280,0.136,49.6,1,67,MED,Stable,1,Positive,Silver,1,0,Smartphone,97457943970,APPROVED,0.18122,0.24464700000000006
97457501233,1GB_plus_100mins,NBO,0.1423,40,0.242,29.7,3,172,LOW,Stable,0,Positive,Silver,1,0,Smartphone,97457501233,APPROVED,0.12095500000000001,0.15361285000000005
97457270936,Retention_Save_25pct,Retention,0.2426,90,0.776,74.7,0,85,MED,Rising,0,Neutral,None,1,1,Smartphone,97457270936,APPROVED,0.20621,0.2721972000000001
97455156894,Device_Upgrade_iPhone,Upsell,0.1852,280,0.262,70.9,0,219,LOW,Falling,1,Positive,None,1,1,Smartphone,97455156894,APPROVED,0.15742,0.18732980000000002
97457453525,Device_Upgrade_iPhone,Upsell,0.4651,280,0.24,102.9,1,340,HIGH,Stable,1,Positive,None,1,0,IoT,97457453525,APPROVED,0.395335,0.5337022500000002
97452451445,Device_Upgrade_iPhone,Upsell,0.2336,280,0.472,57.2,1,66,MED,Stable,1,Neutral,Silver,1,0,IoT,97452451445,APPROVED,0.19856,0.268056
97459105594,10GB_Aggressive_HVC,Retention,0.2385,120,0.309,32.2,2,12,LOW,Rising,0,Neutral,Silver,1,0,Tablet,97459105594,APPROVED,0.202725,0.27773325000000004
97455509402,1GB_plus_100mins,NBO,0.1342,40,0.171,57.0,0,316,LOW,Falling,0,Neutral,None,1,0,Tablet,97455509402,APPROVED,0.11407,0.13118050000000003
97459442461,Device_Upgrade_iPhone,Upsell,0.2375,280,0.321,58.1,1,343,MED,Falling,1,Positive,Gold,1,0,Smartphone,97459442461,APPROVED,0.201875,0.28060625000000006
97452370808,Device_Upgrade_iPhone,Upsell,0.2034,280,0.149,7.5,3,96,HIGH,Falling,1,Positive,Silver,0,0,Smartphone,97452370808,APPROVED,0.17289,0.17289
97455475970,Device_Upgrade_iPhone,Upsell,0.1771,280,0.241,58.6,0,308,HIGH,Falling,1,Negative,None,1,0,Smartphone,97455475970,APPROVED,0.150535,0.19419015000000003
97457266882,Device_Upgrade_iPhone,Upsell,0.2089,280,0.509,66.1,0,53,HIGH,Stable,1,Negative,Silver,1,0,Smartphone,97457266882,APPROVED,0.177565,0.24681535000000007
97455460632,Device_Upgrade_iPhone,Upsell,0.3926,280,0.056,81.7,1,357,HIGH,Stable,1,Neutral,Gold,1,0,Router/MiFi,97455460632,APPROVED,0.33371,0.4638569000000001
97455015406,1GB_plus_100mins,NBO,0.0988,40,0.533,67.6,0,153,MED,Stable,0,Negative,Silver,1,0,Smartphone,97455015406,APPROVED,0.08398,0.10161580000000002
97452495926,Device_Upgrade_iPhone,Upsell,0.208,280,0.453,28.9,1,292,MED,Stable,1,Neutral,None,1,0,Smartphone,97452495926,APPROVED,0.17679999999999998,0.23868000000000003
97454429190,Device_Upgrade_iPhone,Upsell,0.2318,280,0.112,48.4,2,190,HIGH,Stable,1,Neutral,Silver,1,0,Smartphone,97454429190,APPROVED,0.19703,0.2659905000000001
97453148896,Device_Upgrade_iPhone,Upsell,0.2382,280,0.416,40.9,2,52,HIGH,Stable,1,Positive,Silver,1,0,Smartphone,97453148896,APPROVED,0.20246999999999998,0.29358150000000005
97453713608,Device_Upgrade_iPhone,Upsell,0.1814,280,0.424,48.7,0,110,LOW,Stable,1,Positive,Platinum,0,1,Smartphone,97453713608,APPROVED,0.15419,0.15419
97457153305,Device_Upgrade_iPhone,Upsell,0.3578,280,0.569,100.8,0,364,MED,Stable,1,Positive,None,0,0,Smartphone,97457153305,REVIEW_CREDIT,0.30413,0.30413
97456672542,Device_Upgrade_iPhone,Upsell,0.4024,280,0.708,92.9,1,1,HIGH,Stable,1,Positive,Silver,1,0,Smartphone,97456672542,APPROVED,0.34203999999999996,0.49595800000000007
97456464767,Loyalty_Points_2x,Retention,0.1527,0,0.527,34.5,1,82,MED,Stable,0,Neutral,Silver,1,1,Smartphone,97456464767,APPROVED,0.129795,0.17392530000000003
97454256313,Device_Upgrade_iPhone,Upsell,0.5301,280,0.249,98.3,3,345,HIGH,Rising,1,Positive,None,1,0,Smartphone,97454256313,APPROVED,0.450585,0.6353248500000002
97459637232,Device_Upgrade_iPhone,Upsell,0.5447,280,0.348,100.5,0,3,LOW,Rising,0,Positive,None,1,0,Smartphone,97459637232,APPROVED,0.46299499999999993,0.6620828500000001
97451788849,1GB_plus_100mins,NBO,0.1466,40,0.305,33.0,2,118,HIGH,Stable,0,Positive,Silver,0,1,Feature Phone,97451788849,APPROVED,0.12461,0.12461
97454083316,Device_Upgrade_iPhone,Upsell,0.5532,280,0.251,111.5,3,18,LOW,Stable,0,Positive,Gold,1,0,Tablet,97454083316,APPROVED,0.47022,0.6630102000000002
97454050493,Device_Upgrade_iPhone,Upsell,0.3471,280,0.571,34.1,3,12,MED,Rising,1,Neutral,Gold,1,0,Smartphone,97454050493,APPROVED,0.295035,0.45730425
97459657078,Device_Upgrade_iPhone,Upsell,0.284,280,0.031,48.3,2,273,MED,Rising,1,Positive,Gold,1,0,Smartphone,97459657078,APPROVED,0.24139999999999998,0.35003000000000006
97454296371,Roaming_Daily_Pass,CrossSell,0.0947,60,0.166,56.1,1,28,MED,Stable,0,Negative,Silver,0,0,Smartphone,97454296371,APPROVED,0.080495,0.080495
97459177225,Device_Upgrade_iPhone,Upsell,0.3477,280,0.229,108.0,2,112,LOW,Rising,0,Positive,Platinum,1,1,Smartphone,97459177225,APPROVED,0.295545,0.3930748500000001
97455455590,Device_Upgrade_iPhone,Upsell,0.4761,280,0.343,112.9,1,275,LOW,Rising,1,Neutral,None,1,0,Smartphone,97455455590,APPROVED,0.404685,0.5706058500000002
97457297363,10GB_Aggressive_HVC,Retention,0.3069,120,0.497,24.1,1,54,HIGH,Stable,0,Neutral,Gold,1,0,Smartphone,97457297363,APPROVED,0.260865,0.3678196500000001
97455116756,Device_Upgrade_iPhone,Upsell,0.3109,280,0.051,92.4,3,260,MED,Stable,1,Neutral,Silver,1,1,Smartphone,97455116756,REVIEW_CREDIT,0.264265,0.3329739000000001
97453392829,Device_Upgrade_iPhone,Upsell,0.3039,280,0.81,64.1,0,234,LOW,Rising,1,Positive,Silver,1,0,Smartphone,97453392829,APPROVED,0.258315,0.3332263500000001
97457878064,10GB_Aggressive_HVC,Retention,0.2455,120,0.359,61.7,1,59,MED,Falling,0,Positive,Gold,1,1,Smartphone,97457878064,APPROVED,0.208675,0.3088390000000001
97459722586,Device_Upgrade_iPhone,Upsell,0.2953,280,0.115,74.1,1,129,MED,Rising,1,Neutral,None,1,0,Smartphone,97459722586,APPROVED,0.251005,0.35391705000000007
97453371723,Device_Upgrade_iPhone,Upsell,0.2517,280,0.404,62.4,0,191,HIGH,Rising,0,Neutral,None,1,0,Smartphone,97453371723,APPROVED,0.21394499999999997,0.25887345
97458008757,Device_Upgrade_iPhone,Upsell,0.3486,280,0.057,95.1,1,332,MED,Stable,1,Neutral,Platinum,1,1,Smartphone,97458008757,APPROVED,0.29631,0.4000185000000001
97453350259,Loyalty_Points_2x,Retention,0.2407,0,0.183,52.5,3,19,HIGH,Falling,0,Neutral,Silver,1,0,Smartphone,97453350259,APPROVED,0.204595,0.28029515000000005
97457452010,Device_Upgrade_iPhone,Upsell,0.4116,280,0.51,88.2,3,145,LOW,Rising,0,Neutral,None,1,0,Smartphone,97457452010,REVIEW_CREDIT,0.34986,0.4478208000000001
97458101058,Device_Upgrade_iPhone,Upsell,0.2568,280,0.234,46.6,0,18,HIGH,Falling,1,Neutral,Silver,1,0,Smartphone,97458101058,APPROVED,0.21827999999999997,0.2903124
97455044253,Loyalty_Points_2x,Retention,0.1869,0,0.433,65.7,3,92,HIGH,Stable,0,Positive,None,1,0,Smartphone,97455044253,APPROVED,0.158865,0.20175855000000004
97457632275,Device_Upgrade_iPhone,Upsell,0.2396,280,0.463,73.3,2,45,MED,Stable,1,Neutral,Silver,1,0,Smartphone,97457632275,APPROVED,0.20366,0.2953070000000001
97453450173,10GB_Aggressive_HVC,Retention,0.2703,120,0.551,17.6,0,5,HIGH,Stable,1,Neutral,Silver,1,0,Smartphone,97453450173,APPROVED,0.229755,0.28719375
97451713281,Loyalty_Points_2x,Retention,0.1747,0,0.152,77.3,0,79,MED,Stable,0,Positive,Silver,1,0,Smartphone,97451713281,APPROVED,0.148495,0.17076925
97451867518,1GB_plus_100mins,NBO,0.1542,40,0.296,24.9,3,184,MED,Stable,0,Positive,Platinum,1,0,Smartphone,97451867518,APPROVED,0.13107,0.1717017
97455023213,Device_Upgrade_iPhone,Upsell,0.4665,280,0.724,88.0,3,208,LOW,Rising,1,Neutral,None,1,0,Smartphone,97455023213,APPROVED,0.396525,0.5591002500000002
97459123420,Device_Upgrade_iPhone,Upsell,0.3935,280,0.372,91.0,3,64,LOW,Rising,0,Positive,Silver,0,0,IoT,97459123420,APPROVED,0.334475,0.334475
97452148191,Device_Upgrade_iPhone,Upsell,0.2289,280,0.102,22.1,2,140,HIGH,Rising,0,Neutral,None,1,0,Smartphone,97452148191,APPROVED,0.194565,0.25877145
97455101986,Device_Upgrade_iPhone,Upsell,0.4568,280,0.448,85.2,3,91,MED,Rising,0,Neutral,None,1,0,Smartphone,97455101986,APPROVED,0.38827999999999996,0.5164124000000001
97457336287,1GB_plus_100mins,NBO,0.1621,40,0.331,34.0,1,128,LOW,Rising,0,Positive,None,1,1,Router/MiFi,97457336287,APPROVED,0.137785,0.17498695000000003
97452821270,1GB_plus_100mins,NBO,0.1404,40,0.521,36.4,0,304,MED,Falling,0,Neutral,None,1,0,Smartphone,97452821270,APPROVED,0.11933999999999999,0.137241
97457494546,Device_Upgrade_iPhone,Upsell,0.2657,280,0.046,73.4,2,85,HIGH,Stable,1,Neutral,Silver,1,0,Smartphone,97457494546,APPROVED,0.225845,0.30489075000000004
97453753609,Device_Upgrade_iPhone,Upsell,0.2966,280,0.297,38.4,2,57,MED,Rising,1,Positive,None,1,0,Smartphone,97453753609,APPROVED,0.25210999999999995,0.3806861
97458277945,Device_Upgrade_iPhone,Upsell,0.1468,280,0.284,117.2,0,322,LOW,Falling,0,Negative,None,0,0,Smartphone,97458277945,APPROVED,0.12478,0.12478
97456212975,Device_Upgrade_iPhone,Upsell,0.1934,280,0.226,44.0,0,289,LOW,Falling,1,Neutral,None,0,0,Router/MiFi,97456212975,APPROVED,0.16438999999999998,0.16438999999999998
97455922164,Device_Upgrade_iPhone,Upsell,0.1895,280,0.098,31.9,0,263,MED,Rising,0,Neutral,Gold,1,0,Tablet,97455922164,APPROVED,0.161075,0.20134375000000004
97452590954,Device_Upgrade_iPhone,Upsell,0.2604,280,0.2,54.0,3,23,LOW,Rising,0,Neutral,None,1,0,Smartphone,97452590954,APPROVED,0.22134,0.3165162000000001
97455168852,Device_Upgrade_iPhone,Upsell,0.3677,280,0.328,78.3,3,256,HIGH,Rising,1,Neutral,None,1,0,Smartphone,97455168852,REVIEW_CREDIT,0.312545,0.42506120000000014
97458709527,Loyalty_Points_2x,Retention,0.1774,0,0.503,37.7,0,47,LOW,Falling,0,Neutral,None,1,0,Smartphone,97458709527,APPROVED,0.15079,0.18848750000000003
97451175715,Device_Upgrade_iPhone,Upsell,0.1934,280,0.458,72.6,1,117,LOW,Falling,1,Neutral,None,1,0,Smartphone,97451175715,APPROVED,0.16438999999999998,0.22192650000000003
97457826675,Device_Upgrade_iPhone,Upsell,0.2823,280,0.397,50.0,2,43,MED,Stable,1,Neutral,None,1,0,Smartphone,97457826675,REVIEW_CREDIT,0.239955,0.3359370000000001
97455434861,Device_Upgrade_iPhone,Upsell,0.2778,280,0.147,23.3,3,52,MED,Falling,1,Neutral,None,1,0,Smartphone,97455434861,APPROVED,0.23612999999999998,0.34238850000000004
97457475165,Loyalty_Points_2x,Retention,0.1803,0,0.557,16.4,0,46,LOW,Rising,0,Neutral,None,1,1,Smartphone,97457475165,APPROVED,0.15325499999999997,0.20229660000000002
97456969681,Device_Upgrade_iPhone,Upsell,0.3059,280,0.079,51.3,2,31,HIGH,Stable,1,Neutral,None,1,0,Feature Phone,97456969681,APPROVED,0.260015,0.3770217500000001
97454888836,10GB_Aggressive_HVC,Retention,0.2786,120,0.929,57.7,2,207,LOW,Stable,0,Neutral,Silver,1,0,Smartphone,97454888836,SOFTENED,0.23681,0.31258920000000007
97453778004,Loyalty_Points_2x,Retention,0.1403,0,0.425,13.4,2,35,LOW,Stable,0,Neutral,Silver,1,0,Smartphone,97453778004,APPROVED,0.119255,0.16337935000000003
97456645778,Device_Upgrade_iPhone,Upsell,0.215,280,0.273,40.9,1,111,LOW,Stable,1,Positive,Gold,1,0,Smartphone,97456645778,APPROVED,0.18275,0.25402250000000004
97452262018,Device_Upgrade_iPhone,Upsell,0.5051,280,0.098,99.2,0,33,HIGH,Rising,1,Positive,Platinum,1,0,Smartphone,97452262018,APPROVED,0.42933499999999997,0.66546925
97456256881,Loyalty_Points_2x,Retention,0.1513,0,0.23,67.3,2,10,MED,Stable,0,Positive,Silver,1,1,Router/MiFi,97456256881,APPROVED,0.128605,0.18519120000000006
97451852252,Device_Upgrade_iPhone,Upsell,0.209,280,0.224,46.9,1,35,MED,Rising,0,Positive,None,1,0,Smartphone,97451852252,APPROVED,0.17764999999999997,0.25403950000000003
97456848618,Device_Upgrade_iPhone,Upsell,0.2604,280,0.23,83.4,3,13,MED,Falling,0,Neutral,None,0,0,Smartphone,97456848618,APPROVED,0.22134,0.22134
97456658706,Device_Upgrade_iPhone,Upsell,0.2818,280,0.255,68.9,2,27,MED,Stable,1,Neutral,Silver,1,0,Smartphone,97456658706,APPROVED,0.23953,0.3473185000000001
97451759998,Device_Upgrade_iPhone,Upsell,0.2053,280,0.264,61.8,2,252,LOW,Stable,1,Positive,Gold,1,0,Smartphone,97451759998,APPROVED,0.174505,0.24256195000000005
97457817390,Device_Upgrade_iPhone,Upsell,0.2857,280,0.367,25.1,3,183,MED,Rising,1,Positive,Silver,1,0,Router/MiFi,97457817390,APPROVED,0.242845,0.3424114500000001
97454742266,Device_Upgrade_iPhone,Upsell,0.2889,280,0.383,52.0,1,2,HIGH,Rising,1,Neutral,Gold,1,0,Smartphone,97454742266,REVIEW_CREDIT,0.24556499999999998,0.36834750000000005
97458081977,Device_Upgrade_iPhone,Upsell,0.2495,280,0.524,36.9,3,10,MED,Stable,1,Positive,Platinum,1,0,Smartphone,97458081977,APPROVED,0.21207499999999999,0.31599175000000007
97451374527,1GB_plus_100mins,NBO,0.1435,40,0.22,55.2,2,249,LOW,Stable,0,Neutral,Silver,1,1,Smartphone,97451374527,APPROVED,0.12197499999999999,0.15490825000000003
97452615108,Device_Upgrade_iPhone,Upsell,0.2372,280,0.496,59.6,2,73,LOW,Stable,1,Neutral,Gold,1,0,Smartphone,97452615108,APPROVED,0.20162,0.28025180000000005
97455445916,Device_Upgrade_iPhone,Upsell,0.3214,280,0.879,90.3,0,250,MED,Rising,1,Positive,None,0,0,Smartphone,97455445916,APPROVED,0.27319,0.27319
97452694026,Device_Upgrade_iPhone,Upsell,0.2968,280,0.495,30.2,2,152,MED,Rising,1,Neutral,None,1,0,Tablet,97452694026,APPROVED,0.25228,0.3557148000000001
97453968750,5G_Unlimited_Upgrade,Upsell,0.264,200,0.339,78.5,0,39,LOW,Rising,0,Neutral,Silver,1,0,Smartphone,97453968750,APPROVED,0.22440000000000002,0.29396400000000006
97456945390,Loyalty_Points_2x,Retention,0.2146,0,0.542,29.3,0,102,HIGH,Rising,1,Neutral,Silver,1,1,Smartphone,97456945390,APPROVED,0.18241000000000002,0.22254020000000005
97452300717,Loyalty_Points_2x,Retention,0.1499,0,0.097,67.1,2,11,MED,Stable,0,Neutral,Silver,1,0,Router/MiFi,97452300717,APPROVED,0.127415,0.17455855000000003
97457099325,Retention_Save_25pct,Retention,0.3006,90,0.618,74.0,3,35,LOW,Rising,0,Neutral,Silver,1,1,Router/MiFi,97457099325,SOFTENED,0.25550999999999996,0.38070990000000005
97451930626,Device_Upgrade_iPhone,Upsell,0.2012,280,0.281,18.1,1,68,LOW,Falling,1,Neutral,None,1,1,Smartphone,97451930626,APPROVED,0.17101999999999998,0.22403620000000002
97452576666,Device_Upgrade_iPhone,Upsell,0.2244,280,0.081,50.8,1,313,LOW,Rising,1,Neutral,Gold,1,1,Smartphone,97452576666,APPROVED,0.19074,0.26894340000000005
97456288800,Device_Upgrade_iPhone,Upsell,0.3607,280,0.117,66.7,3,57,MED,Rising,1,Neutral,None,1,0,Smartphone,97456288800,APPROVED,0.306595,0.46295845000000013
97458141348,Retention_Save_25pct,Retention,0.1982,90,0.694,45.5,0,269,MED,Rising,1,Negative,None,1,1,Smartphone,97458141348,APPROVED,0.16846999999999998,0.23248860000000002
97452535336,Device_Upgrade_iPhone,Upsell,0.2122,280,0.117,11.5,2,37,MED,Stable,1,Neutral,Silver,1,0,Smartphone,97452535336,APPROVED,0.18037,0.26153650000000006
97453699934,Loyalty_Points_2x,Retention,0.1472,0,0.481,66.2,2,45,LOW,Falling,0,Positive,Gold,1,1,Smartphone,97453699934,APPROVED,0.12511999999999998,0.18517760000000003
97459326080,Roaming_Daily_Pass,CrossSell,0.1552,60,0.516,53.4,3,211,LOW,Falling,0,Positive,None,1,0,Feature Phone,97459326080,APPROVED,0.13192,0.16753840000000003
97459907152,Device_Upgrade_iPhone,Upsell,0.3349,280,0.315,105.2,0,240,MED,Falling,0,Neutral,Gold,1,1,Smartphone,97459907152,REVIEW_CREDIT,0.28466499999999995,0.34729129999999997
97456229549,Loyalty_Points_2x,Retention,0.2905,0,0.397,49.8,3,66,MED,Rising,0,Neutral,Silver,1,0,Smartphone,97456229549,APPROVED,0.24692499999999998,0.31359475000000003
97455023342,Loyalty_Points_2x,Retention,0.1225,0,0.17,28.2,1,66,LOW,Stable,0,Positive,Silver,0,0,Feature Phone,97455023342,APPROVED,0.104125,0.104125
97454121827,Device_Upgrade_iPhone,Upsell,0.2594,280,0.222,58.4,3,227,MED,Falling,1,Neutral,Silver,1,1,Router/MiFi,97454121827,APPROVED,0.22049000000000002,0.2888419000000001
97456512066,1GB_plus_100mins,NBO,0.126,40,0.097,45.8,3,208,MED,Stable,0,Neutral,Platinum,1,0,Smartphone,97456512066,APPROVED,0.1071,0.14030100000000004
97456318238,Loyalty_Points_2x,Retention,0.1572,0,0.252,28.9,0,78,LOW,Stable,0,Neutral,None,1,0,Smartphone,97456318238,APPROVED,0.13362,0.153663
97453652777,10GB_Aggressive_HVC,Retention,0.3366,120,0.755,64.5,0,230,LOW,Falling,1,Positive,None,1,0,Smartphone,97453652777,SOFTENED,0.28611,0.343332
97451205234,Device_Upgrade_iPhone,Upsell,0.3664,280,0.305,20.4,1,6,MED,Rising,1,Neutral,None,1,0,Smartphone,97451205234,APPROVED,0.31144,0.47027440000000015
97452363484,Device_Upgrade_iPhone,Upsell,0.4454,280,0.252,78.0,3,56,LOW,Rising,1,Positive,Silver,1,0,Smartphone,97452363484,APPROVED,0.37859,0.5716709000000001
97459627031,1GB_plus_100mins,NBO,0.1583,40,0.448,51.7,0,309,MED,Stable,0,Positive,None,1,0,Feature Phone,97459627031,APPROVED,0.13455499999999998,0.15473825
97454763393,Device_Upgrade_iPhone,Upsell,0.4238,280,0.705,111.7,0,30,LOW,Falling,0,Neutral,None,1,0,Smartphone,97454763393,APPROVED,0.36023,0.4935151000000001
97455340730,Device_Upgrade_iPhone,Upsell,0.3295,280,0.17,84.8,1,278,MED,Stable,1,Negative,Gold,0,0,Smartphone,97455340730,APPROVED,0.280075,0.280075
97455203967,Device_Upgrade_iPhone,Upsell,0.3765,280,0.202,91.2,2,99,MED,Stable,1,Neutral,Silver,1,0,Smartphone,97455203967,APPROVED,0.320025,0.4320337500000001
97458044616,1GB_plus_100mins,NBO,0.1455,40,0.198,41.0,1,183,MED,Falling,0,Positive,None,1,0,Smartphone,97458044616,APPROVED,0.123675,0.15706725000000002
97451584609,Device_Upgrade_iPhone,Upsell,0.4365,280,0.399,115.5,3,61,HIGH,Stable,1,Positive,Gold,1,0,Router/MiFi,97451584609,APPROVED,0.371025,0.5157247500000001
97451744569,Device_Upgrade_iPhone,Upsell,0.3603,280,0.872,104.9,1,293,LOW,Falling,1,Neutral,Gold,1,0,Smartphone,97451744569,APPROVED,0.306255,0.4256944500000001
97453482624,Retention_Save_25pct,Retention,0.4589,90,0.619,0.2,3,42,MED,Falling,0,Neutral,None,0,0,Smartphone,97453482624,APPROVED,0.390065,0.390065
97455379924,Device_Upgrade_iPhone,Upsell,0.3,280,0.268,37.6,3,153,LOW,Rising,1,Neutral,Silver,1,0,Smartphone,97455379924,APPROVED,0.255,0.3595500000000001
97457040115,Device_Upgrade_iPhone,Upsell,0.2233,280,0.027,45.3,1,240,MED,Falling,1,Neutral,Silver,1,0,Smartphone,97457040115,APPROVED,0.189805,0.25623675000000007
97455416362,Device_Upgrade_iPhone,Upsell,0.3829,280,0.36,99.5,0,150,MED,Stable,1,Neutral,Platinum,1,0,Tablet,97455416362,APPROVED,0.325465,0.4523963500000001
97454970512,1GB_plus_100mins,NBO,0.1141,40,0.389,55.3,2,133,LOW,Stable,0,Positive,None,0,1,Smartphone,97454970512,APPROVED,0.09698499999999999,0.09698499999999999
97459440437,Device_Upgrade_iPhone,Upsell,0.289,280,0.315,29.6,3,113,MED,Rising,1,Neutral,Gold,1,0,Smartphone,97459440437,APPROVED,0.24564999999999998,0.3561925000000001
97452449170,10GB_Aggressive_HVC,Retention,0.2404,120,0.299,51.0,0,36,LOW,Falling,0,Neutral,Silver,1,0,Smartphone,97452449170,APPROVED,0.20434,0.255425
97456145551,1GB_plus_100mins,NBO,0.1606,40,0.091,53.7,1,314,MED,Stable,0,Neutral,Silver,1,0,Smartphone,97456145551,APPROVED,0.13651,0.1733677
