MSISDN,ProductID,ActionType,MonthlyValueQAR,Segment,LTV_Band,Lifecycle,AccountType,Language,Tenure_M,Churn_Prob,Days_To_Renewal,Data_Cap_GB,Data_Used_GB,Data_Usage_Pct,Overage_Months,Voice_Min,Intl_Min,Roaming_Days,Usage_Trend,Top_App,Pct_5G,ARPU_QAR,ARPU_Trend,Late_Payments,Outstanding_QAR,Dunning_Flag,Payment_Method,Device_Model,Device_Type,Device_Tier,Network_Capability,Device_Age_M,Upgrade_Eligible,Last_Upgrade_M,Avg_DL_Speed_Mbps,Dropped_Call_Rate,Latency_ms,Coverage_Score,Cell_Congestion,Network_Complaints_90d,Network_Issue_Flag,Channel_Affinity,App_Logins_30d,Consent_Flag,Loyalty_Tier,Last_Campaign_Resp,Recent_Complaint,Sentiment,NPS,Call_Transcript,NBO_Alt_Action,NBO_Reason,Accept_Ind
97455610600,10GB_Aggressive_HVC,Retention,120,Mass,LOW,Growth,Postpaid,AR,55,0.354,13,100,76.7,76.7,1,95,7,1,Rising,Gaming,0.02,97.0,Flat,0,0.0,0,Manual_Card,Other,Smartphone,Budget,4G,33,1,5,34.5,0.021,76,0.45,0.2,0,0,SMS,7,0,Silver,None,0,Neutral,2,customer inquired about upgrading their phone,Retention_Save_25pct,Churn risk detected,0
97459303548,Loyalty_Points_2x,Retention,0,Mass,LOW,Maturity,Hybrid,AR,72,0.459,172,100,69.1,69.1,1,311,17,6,Falling,Instagram,0.35,24.3,Flat,0,0.0,0,Autopay_Card,Galaxy S23,Router/MiFi,Flagship,5G,42,1,51,113.5,0.075,56,0.21,0.35,0,1,Call,15,1,Platinum,Accepted,0,Neutral,9,customer asked how to add more data,200mins_Upsell,High data usage trend,0
97458267025,1GB_plus_100mins,NBO,40,Mass,LOW,Maturity,Prepaid,EN,101,0.425,290,100,5.9,5.9,2,130,0,0,Stable,Instagram,0.46,70.6,Flat,0,0.0,0,Cash,Galaxy S23,Smartphone,Flagship,5G,39,1,2,89.3,0.111,22,0.85,0.04,0,0,SMS,2,0,None,Ignored,0,Positive,1,customer asked about international calling rates,Loyalty_Points_2x,Renewal window,0
97453265368,Roaming_Daily_Pass,CrossSell,60,HVC,MED,Growth,Prepaid,EN,98,0.17,240,5,3.9,78.5,1,138,0,0,Stable,WhatsApp,0.07,57.2,Flat,0,0.0,0,Bank_Transfer,Huawei P60,Feature Phone,Budget,4G,44,1,40,40.4,0.095,42,0.83,0.09,0,0,Call,7,1,None,None,0,Neutral,9,no recent call-center contact,Data_AddOn_5GB,Device upgrade eligible,0
97454197533,Device_Upgrade_iPhone,Upsell,280,HVC,MED,Onboarding,Hybrid,AR,70,0.164,7,5,5.4,108.5,0,421,39,0,Falling,Instagram,0.12,152.3,Flat,1,39.9,0,Cash,Galaxy A54,Tablet,Mid,5G,11,0,23,167.6,0.088,61,0.73,0.26,1,1,SMS,3,1,None,Ignored,0,Positive,4,customer inquired about upgrading their phone,5G_Unlimited_Upgrade,Loyalty reward due,0
97457008239,1GB_plus_100mins,NBO,40,Mass,MED,AtRisk,Postpaid,AR,102,0.56,201,100,64.6,64.6,2,504,0,0,Stable,WhatsApp,0.03,84.4,Flat,0,0.0,0,Manual_Card,iPhone 14,Smartphone,Mid,4G,28,1,3,53.0,0.043,65,0.51,0.22,0,0,Call,4,0,Gold,Ignored,0,Neutral,4,customer wanted to join the loyalty program,5G_Unlimited_Upgrade,Device upgrade eligible,0
97454693071,Retention_Save_25pct,Retention,90,Business,HIGH,Renewal,Prepaid,EN,23,0.148,40,5,4.7,94.9,1,623,6,0,Stable,Netflix,0.41,235.4,Flat,0,0.0,0,Autopay_Card,iPhone 15,Smartphone,Flagship,5G,11,0,2,183.8,0.093,43,0.74,0.23,0,0,Email,9,1,Gold,Ignored,0,Neutral,4,customer wanted to join the loyalty program,Loyalty_Points_2x,Renewal window,0
97454855618,Home_Free_OoredooTV,CrossSell,150,HVC,MED,Renewal,Prepaid,EN,27,0.511,37,10,7.8,77.9,2,158,20,0,Falling,WhatsApp,0.17,139.9,Up,0,0.0,0,Manual_Card,Pixel 8,Smartphone,Flagship,5G,36,1,27,146.4,0.041,8,0.72,0.14,0,0,SMS,8,0,Gold,None,1,Neutral,1,customer unhappy after roaming charges abroad,Roaming_Daily_Pass,Renewal window,0
97452511441,Roaming_Daily_Pass,CrossSell,60,Mass,MED,Growth,Prepaid,AR,100,0.215,228,5,2.2,44.6,3,135,0,0,Falling,WhatsApp,0.18,106.9,Down,0,0.0,0,Bank_Transfer,Pixel 8,Smartphone,Flagship,5G,33,1,30,163.3,0.025,26,0.72,0.15,0,0,Push,6,0,Silver,Rejected,0,Neutral,10,no recent call-center contact,1GB_plus_100mins,Loyalty reward due,0
97453289316,Loyalty_Points_2x,Retention,0,Mass,HIGH,Maturity,Postpaid,AR,60,0.426,266,10,6.5,65.4,0,101,18,0,Rising,TikTok,0.43,49.8,Up,2,20.9,1,Bank_Transfer,Galaxy A54,Smartphone,Mid,5G,27,1,6,105.6,0.032,31,0.62,0.13,0,0,Push,11,1,None,Ignored,1,Positive,7,customer threatened to switch to a competitor,Device_Upgrade_iPhone,Churn risk detected,0
97457667336,Retention_Save_25pct,Retention,90,Mass,MED,Growth,Postpaid,AR,49,0.445,111,20,18.4,92.1,2,62,0,0,Rising,Snapchat,0.17,85.9,Down,0,0.0,0,Manual_Card,Pixel 8,Smartphone,Flagship,5G,38,1,55,103.3,0.139,32,0.75,0.07,0,1,Push,5,0,Gold,None,0,Neutral,5,customer wanted to join the loyalty program,5G_Unlimited_Upgrade,Loyalty reward due,0
97458586379,Home_Free_OoredooTV,CrossSell,150,Mass,MED,Maturity,Hybrid,AR,39,0.518,151,20,12.3,61.7,3,67,0,0,Stable,Snapchat,0.77,158.1,Flat,0,0.0,0,Autopay_Card,Other,Feature Phone,Budget,4G,27,1,36,34.4,0.091,59,0.84,0.17,0,0,SMS,8,1,None,Accepted,0,Positive,5,customer inquired about upgrading their phone,1GB_plus_100mins,Loyalty reward due,0
97458062379,Loyalty_Points_2x,Retention,0,HVC,MED,Maturity,Postpaid,AR,68,0.292,352,20,8.1,40.6,2,138,17,0,Rising,Snapchat,0.57,32.8,Flat,1,17.4,0,Manual_Card,Other,Smartphone,Budget,4G,5,0,11,65.4,0.017,51,0.84,0.12,1,1,SMS,6,1,Silver,Ignored,0,Neutral,4,customer inquired about upgrading their phone,Device_Upgrade_iPhone,Renewal window,1
97453770500,5G_Unlimited_Upgrade,Upsell,200,Business,MED,Growth,Postpaid,AR,62,0.222,363,5,3.8,76.3,1,176,0,5,Falling,Netflix,0.57,221.4,Up,0,0.0,0,Cash,iPhone 14,Smartphone,Mid,4G,23,1,14,44.1,0.042,98,0.58,0.39,0,0,SMS,14,1,Silver,Accepted,0,Neutral,8,customer wanted to join the loyalty program,Retention_Save_25pct,Renewal window,0
97452229969,10GB_Aggressive_HVC,Retention,120,HVC,HIGH,Growth,Postpaid,EN,86,0.4,267,10,9.5,95.2,1,228,0,0,Stable,Gaming,0.88,121.0,Down,0,0.0,0,Bank_Transfer,Other,Feature Phone,Budget,4G,33,1,59,34.5,0.075,39,0.65,0.07,0,0,Call,12,1,None,Accepted,0,Neutral,2,customer wanted to join the loyalty program,Data_AddOn_5GB,Device upgrade eligible,1
97452437251,Home_Free_OoredooTV,CrossSell,150,Mass,LOW,Growth,Prepaid,EN,66,0.376,53,50,48.0,96.0,1,176,0,0,Stable,Gaming,0.34,168.3,Up,0,0.0,0,Manual_Card,Galaxy A54,Smartphone,Mid,5G,39,1,31,170.3,0.067,49,0.9,0.07,0,0,SMS,5,1,None,Ignored,0,Neutral,3,customer asked about international calling rates,200mins_Upsell,Churn risk detected,1
97454541113,200mins_Upsell,Upsell,35,Business,LOW,Maturity,Prepaid,EN,113,0.135,344,100,92.6,92.6,2,553,34,0,Rising,Netflix,0.39,103.1,Down,0,0.0,0,Manual_Card,Galaxy S23,Smartphone,Flagship,5G,11,0,19,119.6,0.023,24,0.77,0.06,1,1,SMS,10,1,Gold,Rejected,0,Neutral,2,no recent call-center contact,Roaming_Daily_Pass,Churn risk detected,0
97455659797,Retention_Save_25pct,Retention,90,Business,HIGH,Renewal,Hybrid,EN,114,0.284,5,5,2.4,47.6,2,359,22,0,Stable,Instagram,0.98,66.4,Down,1,102.0,0,Cash,Galaxy S23,Smartphone,Flagship,5G,14,0,34,211.0,0.062,20,0.88,0.02,0,0,Email,8,1,None,Ignored,1,Neutral,10,customer reported dropped calls in their area,Home_Free_OoredooTV,High data usage trend,0
97459036144,Device_Upgrade_iPhone,Upsell,280,Mass,MED,Renewal,Postpaid,AR,64,0.318,30,20,10.5,52.6,0,284,55,0,Rising,WhatsApp,0.17,176.7,Up,0,0.0,0,Manual_Card,Galaxy A54,Smartphone,Mid,5G,3,0,10,165.3,0.077,47,0.6,0.25,0,0,WhatsApp,12,0,Gold,Ignored,0,Positive,1,no recent call-center contact,Data_AddOn_5GB,Renewal window,0
97459089447,10GB_Aggressive_HVC,Retention,120,Youth,LOW,Renewal,Prepaid,EN,79,0.289,19,20,14.5,72.7,3,469,2,0,Stable,YouTube,0.8,106.0,Up,0,0.0,0,Autopay_Card,Pixel 8,Smartphone,Flagship,5G,25,1,35,160.4,0.04,26,0.61,0.13,0,0,Push,6,1,Silver,None,0,Positive,10,customer inquired about upgrading their phone,Loyalty_Points_2x,Churn risk detected,0
97451024365,Data_AddOn_5GB,NBO,50,Youth,HIGH,Onboarding,Postpaid,AR,36,0.16,235,10,6.5,65.4,1,133,51,4,Rising,Netflix,0.33,123.1,Flat,0,0.0,0,Manual_Card,Galaxy A54,Smartphone,Mid,5G,29,1,54,131.0,0.08,33,0.88,0.13,0,0,WhatsApp,10,1,Silver,Accepted,0,Positive,3,customer inquired about upgrading their phone,Device_Upgrade_iPhone,Device upgrade eligible,0
97457368041,Loyalty_Points_2x,Retention,0,HVC,MED,Growth,Prepaid,EN,81,0.22,318,10,7.6,76.2,2,177,0,0,Stable,Netflix,0.71,106.6,Flat,0,0.0,0,Bank_Transfer,Galaxy A54,Smartphone,Mid,4G,28,1,7,63.9,0.028,42,0.77,0.14,0,0,WhatsApp,8,1,Silver,Accepted,0,Neutral,7,customer asked how to add more data,200mins_Upsell,Device upgrade eligible,0
97453688831,Loyalty_Points_2x,Retention,0,HVC,HIGH,AtRisk,Prepaid,AR,56,0.647,208,100,82.5,82.5,3,100,0,0,Falling,YouTube,0.18,21.4,Up,0,0.0,0,Manual_Card,Huawei P60,Smartphone,Flagship,5G,1,0,31,158.4,0.032,53,0.63,0.27,0,0,Push,5,1,None,Ignored,0,Neutral,5,customer asked how to add more data,1GB_plus_100mins,Churn risk detected,0
97452780218,Retention_Save_25pct,Retention,90,Youth,LOW,Renewal,Prepaid,AR,62,0.186,26,100,108.7,108.7,0,157,21,0,Rising,WhatsApp,0.64,138.9,Down,1,6.1,0,Cash,Galaxy A54,Smartphone,Mid,5G,39,1,21,185.9,0.1,28,0.81,0.05,0,0,SMS,11,1,None,Ignored,0,Neutral,1,customer wanted to join the loyalty program,10GB_Aggressive_HVC,High data usage trend,0
97455995380,Home_Free_OoredooTV,CrossSell,150,Mass,HIGH,Growth,Postpaid,AR,48,0.348,282,50,41.8,83.5,0,391,0,0,Falling,WhatsApp,0.38,90.2,Up,0,0.0,0,Manual_Card,Pixel 8,Smartphone,Flagship,5G,36,1,40,115.0,0.025,31,0.71,0.08,0,0,Email,8,1,None,Rejected,1,Positive,4,customer complained about slow data speeds at home,1GB_plus_100mins,Loyalty reward due,0
97451305218,1GB_plus_100mins,NBO,40,Mass,MED,AtRisk,Prepaid,EN,54,0.691,94,10,8.5,84.9,1,189,70,0,Rising,Gaming,0.54,34.3,Up,0,0.0,0,Cash,Galaxy A54,Smartphone,Mid,5G,18,0,47,86.0,0.042,58,0.6,0.37,0,0,Email,6,1,Silver,Ignored,0,Neutral,6,customer asked how to add more data,10GB_Aggressive_HVC,Renewal window,1
97454006844,Loyalty_Points_2x,Retention,0,Mass,MED,Growth,Prepaid,EN,33,0.324,173,5,1.5,29.2,2,81,7,0,Stable,TikTok,0.83,14.8,Down,2,24.3,1,Manual_Card,iPhone 15,Smartphone,Flagship,5G,6,0,56,95.3,0.05,61,0.69,0.37,0,0,SMS,8,1,None,Ignored,0,Neutral,5,no recent call-center contact,200mins_Upsell,Renewal window,0
97455970012,Roaming_Daily_Pass,CrossSell,60,Youth,MED,Maturity,Postpaid,EN,39,0.189,348,50,17.3,34.5,1,290,0,0,Rising,Instagram,0.99,96.6,Flat,0,0.0,0,Autopay_Card,Galaxy A54,Smartphone,Mid,4G,9,0,21,54.9,0.046,59,0.81,0.2,1,1,WhatsApp,8,1,Platinum,Rejected,0,Positive,4,no recent call-center contact,200mins_Upsell,Loyalty reward due,0
97453448406,Home_Free_OoredooTV,CrossSell,150,Mass,MED,Onboarding,Prepaid,EN,57,0.368,101,5,0.7,13.7,2,65,0,0,Falling,TikTok,0.43,94.9,Down,0,0.0,0,Cash,Other,Smartphone,Budget,4G,6,0,57,52.2,0.027,79,0.45,0.33,1,1,SMS,12,1,None,Ignored,0,Neutral,9,customer wanted to join the loyalty program,5G_Unlimited_Upgrade,Loyalty reward due,0
97456340529,Data_AddOn_5GB,NBO,50,HVC,MED,Maturity,Postpaid,EN,75,0.504,123,50,31.3,62.7,3,285,2,0,Stable,Netflix,0.21,72.8,Up,0,0.0,0,Manual_Card,Galaxy S23,Smartphone,Flagship,5G,38,1,32,145.0,0.087,34,0.51,0.17,0,0,SMS,9,1,Silver,Rejected,0,Neutral,2,no recent call-center contact,Home_Free_OoredooTV,Device upgrade eligible,1
97455140336,Data_AddOn_5GB,NBO,50,Business,LOW,Maturity,Postpaid,EN,85,0.288,241,10,5.2,51.8,1,104,0,6,Rising,Instagram,0.44,73.5,Flat,0,0.0,0,Cash,Galaxy S23,Smartphone,Flagship,5G,20,1,25,148.1,0.039,43,0.67,0.26,1,1,SMS,6,1,Silver,Accepted,0,Positive,8,customer asked how to add more data,5G_Unlimited_Upgrade,Churn risk detected,0
97458194666,Device_Upgrade_iPhone,Upsell,280,Mass,MED,Growth,Postpaid,EN,15,0.074,151,50,40.9,81.8,2,694,15,7,Falling,Gaming,0.86,193.6,Flat,1,15.6,0,Manual_Card,iPhone 15,Smartphone,Flagship,5G,46,1,20,89.1,0.056,25,0.84,0.12,1,1,SMS,5,1,None,Accepted,0,Neutral,2,customer wanted to join the loyalty program,Home_Free_OoredooTV,Loyalty reward due,0
97452633707,Device_Upgrade_iPhone,Upsell,280,Mass,MED,Growth,Hybrid,EN,29,0.307,190,50,40.4,80.8,3,239,0,0,Rising,Gaming,0.16,204.8,Up,0,0.0,0,Autopay_Card,Huawei P60,Smartphone,Flagship,5G,25,1,57,88.8,0.034,69,0.59,0.35,0,0,SMS,6,0,None,Ignored,1,Neutral,6,customer asked about high bill last month,Retention_Save_25pct,Churn risk detected,0
97451513927,Device_Upgrade_iPhone,Upsell,280,Youth,MED,Renewal,Hybrid,EN,34,0.247,25,5,3.8,76.9,0,135,5,0,Stable,YouTube,0.27,183.1,Down,1,41.6,0,Manual_Card,iPhone 15,Smartphone,Flagship,5G,9,0,2,154.2,0.07,33,0.82,0.19,0,0,Call,10,1,None,Ignored,0,Neutral,8,customer asked how to add more data,200mins_Upsell,Renewal window,0
97455766626,1GB_plus_100mins,NBO,40,HVC,LOW,Renewal,Postpaid,EN,73,0.347,26,10,9.1,91.4,3,123,0,0,Rising,TikTok,0.07,141.3,Down,0,0.0,0,Autopay_Card,iPhone 15,Feature Phone,Budget,4G,40,1,39,46.7,0.022,38,0.89,0.04,1,1,Push,7,1,Silver,Ignored,1,Neutral,5,customer asked about high bill last month,5G_Unlimited_Upgrade,High data usage trend,0
97453312053,1GB_plus_100mins,NBO,40,HVC,HIGH,Maturity,Postpaid,AR,79,0.055,232,10,2.2,21.7,1,136,0,3,Rising,Netflix,0.94,86.4,Up,2,37.2,1,Manual_Card,Other,Smartphone,Budget,4G,22,1,3,28.5,0.028,62,0.84,0.14,0,0,Call,5,1,None,Ignored,0,Neutral,2,customer asked about international calling rates,Device_Upgrade_iPhone,Renewal window,0
97457360262,200mins_Upsell,Upsell,35,Mass,HIGH,Maturity,Prepaid,EN,47,0.286,290,100,64.9,64.9,1,160,0,5,Stable,YouTube,0.99,66.3,Down,1,14.5,0,Manual_Card,Pixel 8,Smartphone,Flagship,5G,34,1,21,194.7,0.021,18,0.92,0.04,0,0,Email,2,1,Gold,Ignored,0,Neutral,3,no recent call-center contact,Retention_Save_25pct,Renewal window,0
97451839574,Retention_Save_25pct,Retention,90,Business,HIGH,Growth,Prepaid,EN,100,0.119,216,50,28.8,57.7,1,536,0,0,Falling,Instagram,0.31,105.3,Down,1,15.2,0,Manual_Card,Pixel 8,Smartphone,Flagship,5G,40,1,52,106.5,0.053,36,0.53,0.21,0,0,WhatsApp,11,1,Silver,Ignored,0,Positive,1,no recent call-center contact,Device_Upgrade_iPhone,High data usage trend,1
97456177653,5G_Unlimited_Upgrade,Upsell,200,Business,MED,Maturity,Postpaid,EN,79,0.254,145,50,23.9,47.8,0,248,0,0,Stable,Gaming,0.7,234.1,Flat,0,0.0,0,Bank_Transfer,Galaxy S23,Smartphone,Flagship,5G,18,0,52,187.4,0.007,22,0.77,0.05,0,0,SMS,6,1,Platinum,Accepted,0,Neutral,7,customer asked how to add more data,1GB_plus_100mins,Loyalty reward due,0
97459908504,Device_Upgrade_iPhone,Upsell,280,Youth,MED,Growth,Postpaid,EN,2,0.265,127,20,1.3,6.4,0,364,0,0,Stable,TikTok,0.57,184.7,Flat,1,9.4,0,Manual_Card,Galaxy S23,Router/MiFi,Flagship,5G,1,0,10,123.7,0.033,33,0.58,0.16,0,0,SMS,8,1,None,Ignored,0,Neutral,3,customer inquired about upgrading their phone,10GB_Aggressive_HVC,Churn risk detected,0
97451837983,Device_Upgrade_iPhone,Upsell,280,Mass,MED,Growth,Postpaid,EN,42,0.041,87,10,4.1,40.7,1,204,0,0,Stable,YouTube,0.85,220.6,Flat,1,19.5,0,Bank_Transfer,Other,Smartphone,Budget,4G,33,1,53,63.8,0.037,49,0.75,0.12,0,0,SMS,4,1,None,Accepted,0,Neutral,1,no recent call-center contact,5G_Unlimited_Upgrade,High data usage trend,0
97453716375,Device_Upgrade_iPhone,Upsell,280,Business,LOW,Maturity,Postpaid,EN,75,0.656,56,50,11.6,23.3,1,153,0,0,Falling,Instagram,0.75,176.4,Down,0,0.0,0,Manual_Card,Pixel 8,Smartphone,Flagship,5G,17,0,15,140.3,0.096,39,0.57,0.15,0,0,Push,8,1,None,Ignored,0,Neutral,4,customer wanted to join the loyalty program,10GB_Aggressive_HVC,Device upgrade eligible,0
97458599676,10GB_Aggressive_HVC,Retention,120,Youth,MED,Maturity,Postpaid,AR,88,0.24,95,50,25.6,51.3,0,455,0,0,Rising,YouTube,0.9,84.8,Down,0,0.0,0,Cash,iPhone 14,Smartphone,Mid,4G,25,1,6,51.6,0.166,79,0.74,0.36,1,1,Push,10,1,Silver,Accepted,0,Neutral,3,no recent call-center contact,Retention_Save_25pct,Device upgrade eligible,0
97455802081,Retention_Save_25pct,Retention,90,Business,MED,AtRisk,Postpaid,AR,107,0.504,191,20,6.0,30.1,1,150,0,0,Rising,WhatsApp,0.66,136.8,Up,1,0.1,0,Manual_Card,iPhone 15,Smartphone,Flagship,5G,34,1,35,175.9,0.022,17,0.5,0.15,1,1,SMS,12,1,None,Rejected,1,Neutral,2,customer threatened to switch to a competitor,200mins_Upsell,High data usage trend,0
97452574800,Device_Upgrade_iPhone,Upsell,280,HVC,HIGH,Growth,Postpaid,AR,67,0.055,202,50,4.4,8.7,2,30,0,0,Rising,Netflix,0.52,188.3,Flat,0,0.0,0,Cash,Galaxy A54,IoT,Budget,4G,5,0,15,41.0,0.049,49,0.73,0.16,0,0,Push,11,1,Platinum,Rejected,0,Positive,10,customer asked how to add more data,Home_Free_OoredooTV,Loyalty reward due,1
97452918168,Loyalty_Points_2x,Retention,0,Youth,MED,Onboarding,Prepaid,AR,46,0.192,45,100,42.0,42.0,3,475,3,0,Falling,Instagram,0.54,40.5,Flat,1,8.9,0,Bank_Transfer,Galaxy S23,Smartphone,Flagship,5G,38,1,4,106.7,0.039,50,0.63,0.25,0,0,Push,5,1,None,None,1,Positive,0,customer threatened to switch to a competitor,Retention_Save_25pct,Renewal window,1
97457883307,Home_Free_OoredooTV,CrossSell,150,Business,MED,Onboarding,Prepaid,EN,99,0.143,154,100,67.4,67.4,1,236,0,4,Stable,TikTok,0.02,96.8,Flat,0,0.0,0,Manual_Card,Galaxy S23,Smartphone,Flagship,5G,37,1,13,171.8,0.072,50,0.78,0.29,0,0,WhatsApp,10,1,None,Ignored,0,Neutral,8,customer inquired about upgrading their phone,Data_AddOn_5GB,Renewal window,1
97458748054,Data_AddOn_5GB,NBO,50,HVC,LOW,Renewal,Prepaid,EN,26,0.473,12,100,48.3,48.3,3,263,11,0,Rising,Instagram,0.64,92.9,Up,0,0.0,0,Autopay_Card,iPhone 15,Smartphone,Flagship,5G,32,1,50,94.3,0.141,89,0.51,0.62,0,1,Email,7,1,None,Ignored,1,Positive,10,customer asked about high bill last month,Loyalty_Points_2x,Renewal window,0
97454245085,Roaming_Daily_Pass,CrossSell,60,Mass,MED,Maturity,Prepaid,EN,32,0.15,308,100,21.4,21.4,1,205,0,0,Stable,Netflix,0.87,55.9,Up,0,0.0,0,Bank_Transfer,Pixel 8,Smartphone,Flagship,5G,23,1,4,113.7,0.052,38,0.73,0.17,0,0,SMS,7,0,None,Ignored,0,Positive,2,no recent call-center contact,10GB_Aggressive_HVC,Device upgrade eligible,1
97455264495,1GB_plus_100mins,NBO,40,Mass,HIGH,Renewal,Prepaid,EN,36,0.407,46,5,3.2,63.6,3,56,0,0,Stable,YouTube,0.02,92.7,Flat,0,0.0,0,Cash,Galaxy S23,Smartphone,Flagship,5G,32,1,1,148.4,0.045,35,0.76,0.11,0,0,Call,6,1,Platinum,Accepted,0,Positive,10,customer asked about international calling rates,Loyalty_Points_2x,Renewal window,0
97458044851,Home_Free_OoredooTV,CrossSell,150,Mass,LOW,AtRisk,Prepaid,AR,53,0.631,151,50,3.4,6.7,1,60,0,0,Falling,TikTok,0.42,134.1,Flat,1,38.5,0,Cash,Galaxy A54,Smartphone,Mid,5G,44,1,14,158.2,0.118,34,0.59,0.09,0,0,WhatsApp,4,0,None,Rejected,0,Positive,10,customer asked how to add more data,1GB_plus_100mins,Renewal window,0
97452592346,200mins_Upsell,Upsell,35,Youth,HIGH,AtRisk,Prepaid,AR,2,0.371,12,50,31.1,62.2,2,455,26,0,Rising,Netflix,0.08,26.1,Flat,0,0.0,0,Cash,Other,Smartphone,Budget,4G,26,1,1,56.0,0.078,76,0.71,0.24,0,0,Push,12,1,Silver,None,0,Neutral,8,customer wanted to join the loyalty program,Loyalty_Points_2x,Churn risk detected,0
97452856455,Loyalty_Points_2x,Retention,0,Mass,LOW,Maturity,Postpaid,AR,30,0.33,10,20,16.2,80.9,2,351,0,0,Stable,Gaming,0.47,39.5,Flat,0,0.0,0,Cash,Huawei P60,Smartphone,Flagship,5G,29,1,16,184.2,0.017,36,0.6,0.1,2,1,WhatsApp,13,1,Platinum,Rejected,1,Neutral,2,customer threatened to switch to a competitor,5G_Unlimited_Upgrade,Renewal window,1
97457969886,1GB_plus_100mins,NBO,40,Mass,HIGH,Onboarding,Hybrid,EN,63,0.217,1,10,1.9,19.3,3,114,0,5,Falling,Netflix,0.59,37.8,Flat,0,0.0,0,Cash,Other,Smartphone,Budget,4G,29,1,9,31.9,0.048,67,0.82,0.26,0,0,WhatsApp,12,1,Gold,Accepted,0,Neutral,5,no recent call-center contact,Retention_Save_25pct,Churn risk detected,1
97452679958,1GB_plus_100mins,NBO,40,Mass,LOW,Onboarding,Postpaid,EN,2,0.13,189,20,9.7,48.6,2,86,0,0,Rising,Snapchat,0.62,60.1,Up,0,0.0,0,Manual_Card,Other,Smartphone,Budget,4G,40,1,38,45.4,0.036,50,0.77,0.13,0,0,SMS,6,1,Silver,Rejected,0,Neutral,1,no recent call-center contact,Home_Free_OoredooTV,Loyalty reward due,0
97457937304,5G_Unlimited_Upgrade,Upsell,200,Business,MED,Renewal,Postpaid,EN,79,0.536,41,20,3.7,18.6,0,110,0,0,Stable,Instagram,0.85,166.6,Flat,0,0.0,0,Bank_Transfer,iPhone 15,Tablet,Flagship,5G,13,0,27,133.1,0.095,30,0.55,0.17,0,0,SMS,9,1,None,Ignored,0,Positive,6,customer wanted to join the loyalty program,Roaming_Daily_Pass,Loyalty reward due,0
97455473232,5G_Unlimited_Upgrade,Upsell,200,Youth,MED,AtRisk,Postpaid,AR,42,0.381,333,100,41.9,41.9,3,321,0,0,Rising,TikTok,0.76,177.3,Flat,0,0.0,0,Bank_Transfer,Galaxy A54,Router/MiFi,Mid,5G,24,1,13,103.2,0.029,56,0.39,0.43,0,0,SMS,9,1,Silver,Rejected,0,Neutral,1,customer asked about international calling rates,1GB_plus_100mins,Churn risk detected,0
97459910305,5G_Unlimited_Upgrade,Upsell,200,Mass,LOW,Growth,Postpaid,AR,7,0.077,134,50,43.3,86.6,1,304,31,0,Stable,Gaming,0.24,197.6,Up,0,0.0,0,Autopay_Card,iPhone 15,Smartphone,Flagship,5G,6,0,16,178.0,0.079,53,0.5,0.19,0,0,Push,6,1,None,Ignored,0,Neutral,5,customer inquired about upgrading their phone,Data_AddOn_5GB,Churn risk detected,0
97451296424,1GB_plus_100mins,NBO,40,Mass,LOW,Growth,Postpaid,EN,46,0.189,124,20,20.1,100.7,3,275,7,0,Falling,WhatsApp,0.26,140.0,Flat,0,0.0,0,Manual_Card,Other,Smartphone,Budget,4G,10,0,34,30.0,0.055,59,0.83,0.1,1,1,SMS,8,1,Silver,Accepted,0,Positive,3,customer wanted to join the loyalty program,Roaming_Daily_Pass,High data usage trend,0
97459513590,Roaming_Daily_Pass,CrossSell,60,Mass,HIGH,Growth,Postpaid,EN,28,0.414,173,5,3.2,64.0,2,122,3,0,Falling,Instagram,0.41,94.3,Up,1,40.4,0,Autopay_Card,Other,Smartphone,Budget,4G,30,1,27,40.9,0.014,31,0.77,0.05,0,0,Call,3,1,None,Ignored,0,Neutral,6,no recent call-center contact,Data_AddOn_5GB,High data usage trend,0
97453027675,Loyalty_Points_2x,Retention,0,Mass,LOW,Renewal,Prepaid,EN,4,0.624,34,50,18.4,36.9,1,143,11,0,Falling,TikTok,0.61,60.7,Flat,0,0.0,0,Cash,Other,Smartphone,Budget,4G,46,1,57,34.6,0.112,58,0.81,0.13,0,0,WhatsApp,6,1,None,None,0,Neutral,5,customer wanted to join the loyalty program,Retention_Save_25pct,High data usage trend,0
97451315725,10GB_Aggressive_HVC,Retention,120,Youth,HIGH,Growth,Postpaid,EN,85,0.062,143,50,32.3,64.6,1,145,0,4,Stable,Netflix,0.94,123.3,Down,0,0.0,0,Manual_Card,Huawei P60,Smartphone,Flagship,5G,24,1,46,146.6,0.063,40,0.9,0.12,0,0,WhatsApp,7,1,Gold,Ignored,0,Neutral,9,no recent call-center contact,5G_Unlimited_Upgrade,High data usage trend,0
97457516109,Data_AddOn_5GB,NBO,50,Mass,MED,Onboarding,Postpaid,EN,50,0.556,16,10,3.8,38.1,0,486,16,0,Rising,TikTok,0.5,68.1,Flat,0,0.0,0,Manual_Card,Huawei P60,Smartphone,Flagship,5G,11,0,31,160.1,0.04,34,0.7,0.16,0,0,Push,13,1,Platinum,Ignored,1,Neutral,6,customer complained about slow data speeds at home,200mins_Upsell,Device upgrade eligible,1
