msisdn,action,action_type,propensity,channel,rationale_WHY,message_HOW,guard_status,gen_source
97453799487,Data_AddOn_5GB,NBO,0.2023,Push,"Customer exceeded the data cap in 2 of the last 3 months, logged a recent complaint.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97453904941,Data_AddOn_5GB,NBO,0.1532,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97458983441,10GB_Aggressive_HVC,Retention,0.1867,Push,"Customer exceeded the data cap in 2 of the last 3 months, is 7 days from renewal.","Based on your recent usage, our 10GB Aggressive HVC keeps you covered and your renewal is in 7 days - switch with no pen",APPROVED,offline
97456320385,Data_AddOn_5GB,NBO,0.1811,Email,Customer exceeded the data cap in 3 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 3 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97453100021,Data_AddOn_5GB,NBO,0.1513,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97457928040,Retention_Save_25pct,Retention,0.1966,SMS,"Customer exceeded the data cap in 1 of the last 3 months, is 18 days from renewal.","Hi! Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 18 days - switch with no penalty. Reply YES. Ooredoo",APPROVED,offline
97451618467,Data_AddOn_5GB,NBO,0.1417,Push,Customer exceeded the data cap in 2 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97456333152,Data_AddOn_5GB,NBO,0.1343,SMS,"Customer exceeded the data cap in 3 of the last 3 months, logged a recent complaint.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97458328141,Data_AddOn_5GB,NBO,0.2103,Call,Customer exceeded the data cap in 3 of the last 3 months.,AGENT: Customer exceeded the data cap in 3 of the last 3 months. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97456072148,Data_AddOn_5GB,NBO,0.2188,Push,"Customer exceeded the data cap in 1 of the last 3 months, logged a recent complaint.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97452707923,10GB_Aggressive_HVC,Retention,0.3502,Push,"Customer exceeded the data cap in 2 of the last 3 months, shows elevated churn risk.","Based on your recent usage, our 10GB Aggressive HVC keeps you covered - tap to activate.",APPROVED,offline
97456134207,Data_AddOn_5GB,NBO,0.1925,Push,Customer exceeded the data cap in 3 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97459516999,10GB_Aggressive_HVC,Retention,0.2312,SMS,"Customer exceeded the data cap in 2 of the last 3 months, is 3 days from renewal.","Hi! Based on your recent usage, our 10GB Aggressive HVC keeps you covered and your renewal is in 3 days - switch with no penalty. Reply YES. Ooredoo",APPROVED,offline
97457730886,Data_AddOn_5GB,NBO,0.175,Push,Customer is an active Mass customer.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97456853584,Retention_Save_25pct,Retention,0.3467,SMS,"Customer shows elevated churn risk, logged a recent complaint.","Hi! Based on your recent usage, our Retention Save 25pct keeps you covered. Reply YES. Ooredoo",APPROVED,offline
97459170528,Data_AddOn_5GB,NBO,0.2303,Push,"Customer exceeded the data cap in 3 of the last 3 months, is 26 days from renewal.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97455301754,Data_AddOn_5GB,NBO,0.2497,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97453269042,Data_AddOn_5GB,NBO,0.2183,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97452983509,Data_AddOn_5GB,NBO,0.1295,Push,"Customer exceeded the data cap in 1 of the last 3 months, logged a recent complaint.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97458740141,Data_AddOn_5GB,NBO,0.1462,SMS,Customer exceeded the data cap in 2 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97451116381,5G_Unlimited_Upgrade,Upsell,0.188,Push,Customer exceeded the data cap in 1 of the last 3 months.,You're using 72% of your data - 5G Unlimited Upgrade gives you more headroom - tap to activate.,APPROVED,offline
97452521701,Data_AddOn_5GB,NBO,0.2638,Push,Customer is an active Mass customer.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97457105525,5G_Unlimited_Upgrade,Upsell,0.1461,Call,"Customer exceeded the data cap in 2 of the last 3 months, logged a recent complaint.","AGENT: Customer exceeded the data cap in 2 of the last 3 months, logged a recent complaint. Recommend: You're using 72% of your data - 5G Unlimited Upgrade gives you more headroom.",APPROVED,offline
97454438618,Retention_Save_25pct,Retention,0.2053,SMS,"Customer exceeded the data cap in 2 of the last 3 months, is 32 days from renewal.","Hi! Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 32 days - switch with no penalty. Reply YES. Ooredoo",APPROVED,offline
97458913697,Data_AddOn_5GB,NBO,0.2225,SMS,"Customer exceeded the data cap in 2 of the last 3 months, is 40 days from renewal.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97453457184,5G_Unlimited_Upgrade,Upsell,0.1383,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! You're using 71% of your data - 5G Unlimited Upgrade gives you more headroom. Reply YES. Ooredoo,APPROVED,offline
97455103022,Data_AddOn_5GB,NBO,0.1957,Push,"Customer exceeded the data cap in 1 of the last 3 months, is 5 days from renewal.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97452418175,5G_Unlimited_Upgrade,Upsell,0.2149,Push,Customer exceeded the data cap in 2 of the last 3 months.,You're using 79% of your data - 5G Unlimited Upgrade gives you more headroom - tap to activate.,APPROVED,offline
97454806688,5G_Unlimited_Upgrade,Upsell,0.1909,Call,Customer exceeded the data cap in 2 of the last 3 months.,AGENT: Customer exceeded the data cap in 2 of the last 3 months. Recommend: You're using 77% of your data - 5G Unlimited Upgrade gives you more headroom.,APPROVED,offline
97458265795,1GB_plus_100mins,NBO,0.2022,SMS,Customer is an active HVC customer.,Hi! 1GB plus 100mins suits your usage. Reply YES. Ooredoo,APPROVED,offline
97454772962,Retention_Save_25pct,Retention,0.1819,Call,"Customer exceeded the data cap in 3 of the last 3 months, is 7 days from renewal.","AGENT: Customer exceeded the data cap in 3 of the last 3 months, is 7 days from renewal. Recommend: Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 7 days - switch with no penalty.",APPROVED,offline
97455041776,Data_AddOn_5GB,NBO,0.1231,SMS,Customer exceeded the data cap in 1 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97453727423,10GB_Aggressive_HVC,Retention,0.2211,Push,"Customer exceeded the data cap in 2 of the last 3 months, is a heavy data user (80% of cap), is 2 days from renewal.","Based on your recent usage, our 10GB Aggressive HVC keeps you covered and your renewal is in 2 days - switch with no pen",APPROVED,offline
97456709840,Data_AddOn_5GB,NBO,0.2106,Push,"Customer exceeded the data cap in 1 of the last 3 months, is 45 days from renewal.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97456130397,Retention_Save_25pct,Retention,0.1898,Push,"Customer exceeded the data cap in 3 of the last 3 months, is 40 days from renewal.","Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 40 days - switch with no p",APPROVED,offline
97454451356,Data_AddOn_5GB,NBO,0.2144,Call,"Customer exceeded the data cap in 2 of the last 3 months, logged a recent complaint.","AGENT: Customer exceeded the data cap in 2 of the last 3 months, logged a recent complaint. Recommend: Data AddOn 5GB suits your usage.",APPROVED,offline
97454444084,Data_AddOn_5GB,NBO,0.2372,Push,"Customer exceeded the data cap in 2 of the last 3 months, is 8 days from renewal.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97453927109,Data_AddOn_5GB,NBO,0.2218,SMS,Customer logged a recent complaint.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97457979451,Retention_Save_25pct,Retention,0.2257,Email,"Customer exceeded the data cap in 2 of the last 3 months, is 31 days from renewal.","Dear Customer,

Customer exceeded the data cap in 2 of the last 3 months, is 31 days from renewal.

Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 31 days - switch with no penalty.

Ooredoo",APPROVED,offline
97459519981,Data_AddOn_5GB,NBO,0.2256,SMS,"Customer exceeded the data cap in 1 of the last 3 months, logged a recent complaint.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97458778484,Data_AddOn_5GB,NBO,0.1341,SMS,Customer exceeded the data cap in 2 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97459503902,Retention_Save_25pct,Retention,0.2254,Email,"Customer is 9 days from renewal, logged a recent complaint.","Dear Customer,

Customer is 9 days from renewal, logged a recent complaint.

Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 9 days - switch with no penalty.

Ooredoo",APPROVED,offline
97457214624,Data_AddOn_5GB,NBO,0.2186,SMS,Customer exceeded the data cap in 1 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97455842611,Data_AddOn_5GB,NBO,0.1976,Push,"Customer exceeded the data cap in 3 of the last 3 months, is 39 days from renewal.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97457357182,Data_AddOn_5GB,NBO,0.1459,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97455335868,Data_AddOn_5GB,NBO,0.2398,Email,"Customer is a heavy data user (89% of cap), is 5 days from renewal.","Dear Customer,

Customer is a heavy data user (89% of cap), is 5 days from renewal.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97453215167,Data_AddOn_5GB,NBO,0.1992,SMS,Customer is 58 days from renewal.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97454886402,Data_AddOn_5GB,NBO,0.3229,SMS,"Customer exceeded the data cap in 1 of the last 3 months, is a heavy data user (86% of cap), logged a recent complaint.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97457545535,Data_AddOn_5GB,NBO,0.1426,SMS,Customer exceeded the data cap in 1 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97457842385,10GB_Aggressive_HVC,Retention,0.1592,SMS,Customer exceeded the data cap in 1 of the last 3 months.,"Hi! Based on your recent usage, our 10GB Aggressive HVC keeps you covered. Reply YES. Ooredoo",APPROVED,offline
97451688105,Retention_Save_25pct,Retention,0.3624,SMS,"Customer exceeded the data cap in 2 of the last 3 months, shows elevated churn risk.","Hi! Based on your recent usage, our Retention Save 25pct keeps you covered. Reply YES. Ooredoo",APPROVED,offline
97452989173,Data_AddOn_5GB,NBO,0.3008,Call,"Customer exceeded the data cap in 1 of the last 3 months, is 28 days from renewal.","AGENT: Customer exceeded the data cap in 1 of the last 3 months, is 28 days from renewal. Recommend: Data AddOn 5GB suits your usage.",APPROVED,offline
97454080761,Data_AddOn_5GB,NBO,0.2672,SMS,Customer exceeded the data cap in 2 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97452414466,Roaming_Daily_Pass,CrossSell,0.1744,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Add Roaming Daily Pass to get more from your plan. Reply YES. Ooredoo,APPROVED,offline
97451445101,Data_AddOn_5GB,NBO,0.2104,Push,Customer is 46 days from renewal.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97459106609,10GB_Aggressive_HVC,Retention,0.3795,SMS,"Customer exceeded the data cap in 2 of the last 3 months, shows elevated churn risk.","Hi! Based on your recent usage, our 10GB Aggressive HVC keeps you covered. Reply YES. Ooredoo",APPROVED,offline
97458413023,Data_AddOn_5GB,NBO,0.1364,SMS,"Customer exceeded the data cap in 3 of the last 3 months, is 37 days from renewal.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97458613269,Data_AddOn_5GB,NBO,0.2147,SMS,Customer exceeded the data cap in 2 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97452105534,10GB_Aggressive_HVC,Retention,0.3233,SMS,"Customer exceeded the data cap in 3 of the last 3 months, is 29 days from renewal, shows elevated churn risk.","Hi! Based on your recent usage, our 10GB Aggressive HVC keeps you covered and your renewal is in 29 days - switch with no penalty. Reply YES. Ooredoo",SOFTENED,offline
97455353127,Data_AddOn_5GB,NBO,0.2732,Call,Customer is an active Mass customer.,AGENT: Customer is an active Mass customer. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97458315360,Data_AddOn_5GB,NBO,0.21,SMS,"Customer exceeded the data cap in 2 of the last 3 months, is 28 days from renewal.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97459073461,10GB_Aggressive_HVC,Retention,0.1368,Call,Customer is an active Business customer.,"AGENT: Customer is an active Business customer. Recommend: Based on your recent usage, our 10GB Aggressive HVC keeps you covered.",APPROVED,offline
97451498863,Data_AddOn_5GB,NBO,0.1538,Push,"Customer exceeded the data cap in 3 of the last 3 months, is 22 days from renewal.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97459756262,Data_AddOn_5GB,NBO,0.2129,Call,Customer exceeded the data cap in 1 of the last 3 months.,AGENT: Customer exceeded the data cap in 1 of the last 3 months. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97453676188,Data_AddOn_5GB,NBO,0.2113,Push,"Customer exceeded the data cap in 3 of the last 3 months, is 42 days from renewal.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97454295990,10GB_Aggressive_HVC,Retention,0.1757,SMS,Customer exceeded the data cap in 1 of the last 3 months.,"Hi! Based on your recent usage, our 10GB Aggressive HVC keeps you covered. Reply YES. Ooredoo",APPROVED,offline
97458782937,10GB_Aggressive_HVC,Retention,0.3641,SMS,"Customer exceeded the data cap in 2 of the last 3 months, shows elevated churn risk.","Hi! Based on your recent usage, our 10GB Aggressive HVC keeps you covered. Reply YES. Ooredoo",SOFTENED,offline
97457526818,Data_AddOn_5GB,NBO,0.1979,Push,Customer exceeded the data cap in 1 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97456491590,Data_AddOn_5GB,NBO,0.1217,Email,Customer is an active HVC customer.,"Dear Customer,

Customer is an active HVC customer.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97457512440,Data_AddOn_5GB,NBO,0.2073,SMS,"Customer exceeded the data cap in 2 of the last 3 months, is 46 days from renewal.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97457099628,Data_AddOn_5GB,NBO,0.2695,Email,Customer is an active Mass customer.,"Dear Customer,

Customer is an active Mass customer.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97457555968,Retention_Save_25pct,Retention,0.2099,Email,Customer is 51 days from renewal.,"Dear Customer,

Customer is 51 days from renewal.

Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 51 days - switch with no penalty.

Ooredoo",APPROVED,offline
97453699015,Data_AddOn_5GB,NBO,0.2751,SMS,Customer exceeded the data cap in 1 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97459837590,Data_AddOn_5GB,NBO,0.1388,SMS,Customer exceeded the data cap in 1 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97452172622,Data_AddOn_5GB,NBO,0.2262,Push,Customer exceeded the data cap in 1 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97453503771,Roaming_Daily_Pass,CrossSell,0.1906,Push,"Customer exceeded the data cap in 3 of the last 3 months, is 59 days from renewal.",Add Roaming Daily Pass to get more from your plan - tap to activate.,APPROVED,offline
97454177825,Data_AddOn_5GB,NBO,0.2473,SMS,"Customer exceeded the data cap in 3 of the last 3 months, logged a recent complaint.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97451996161,Retention_Save_25pct,Retention,0.1884,SMS,Customer is 27 days from renewal.,"Hi! Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 27 days - switch with no penalty. Reply YES. Ooredoo",APPROVED,offline
97455183839,Data_AddOn_5GB,NBO,0.2167,Email,"Customer exceeded the data cap in 1 of the last 3 months, is 7 days from renewal.","Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months, is 7 days from renewal.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97451666326,Data_AddOn_5GB,NBO,0.2193,Push,Customer exceeded the data cap in 2 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97451649150,Data_AddOn_5GB,NBO,0.2158,Call,Customer is an active Mass customer.,AGENT: Customer is an active Mass customer. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97454375957,Data_AddOn_5GB,NBO,0.2238,Push,Customer exceeded the data cap in 3 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97451118834,Data_AddOn_5GB,NBO,0.1332,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97454239576,200mins_Upsell,Upsell,0.3195,Push,"Customer exceeded the data cap in 1 of the last 3 months, is a heavy data user (86% of cap), logged a recent complaint.",You're using 86% of your data - 200mins Upsell gives you more headroom - tap to activate.,APPROVED,offline
97456893309,Data_AddOn_5GB,NBO,0.239,Email,"Customer exceeded the data cap in 3 of the last 3 months, is 47 days from renewal.","Dear Customer,

Customer exceeded the data cap in 3 of the last 3 months, is 47 days from renewal.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97456948540,Data_AddOn_5GB,NBO,0.2122,Call,"Customer exceeded the data cap in 1 of the last 3 months, is 32 days from renewal.","AGENT: Customer exceeded the data cap in 1 of the last 3 months, is 32 days from renewal. Recommend: Data AddOn 5GB suits your usage.",APPROVED,offline
97455249913,Data_AddOn_5GB,NBO,0.2168,Push,"Customer exceeded the data cap in 3 of the last 3 months, is 18 days from renewal.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97455422201,Data_AddOn_5GB,NBO,0.1072,Email,Customer exceeded the data cap in 3 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 3 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97452079600,Data_AddOn_5GB,NBO,0.2184,SMS,Customer is an active Mass customer.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97454503157,Retention_Save_25pct,Retention,0.0685,Push,"Customer exceeded the data cap in 1 of the last 3 months, is 1 days from renewal.","Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 1 days - switch with no pe",APPROVED,offline
97459272874,Data_AddOn_5GB,NBO,0.1276,Call,Customer exceeded the data cap in 2 of the last 3 months.,AGENT: Customer exceeded the data cap in 2 of the last 3 months. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97459849851,Data_AddOn_5GB,NBO,0.1873,Email,Customer exceeded the data cap in 3 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 3 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97452985588,Data_AddOn_5GB,NBO,0.1453,Push,"Customer exceeded the data cap in 2 of the last 3 months, is 27 days from renewal.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97459640059,Data_AddOn_5GB,NBO,0.2197,Push,Customer exceeded the data cap in 1 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97455197355,Retention_Save_25pct,Retention,0.2073,Email,Customer exceeded the data cap in 1 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months.

Based on your recent usage, our Retention Save 25pct keeps you covered.

Ooredoo",APPROVED,offline
97452752683,Data_AddOn_5GB,NBO,0.1994,Email,Customer exceeded the data cap in 1 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97458716868,Data_AddOn_5GB,NBO,0.2844,SMS,Customer is an active Mass customer.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97452004646,Data_AddOn_5GB,NBO,0.1272,Email,Customer is an active HVC customer.,"Dear Customer,

Customer is an active HVC customer.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97454867500,Data_AddOn_5GB,NBO,0.2002,Push,Customer is an active Mass customer.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97451449395,Data_AddOn_5GB,NBO,0.2196,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97456143901,Roaming_Daily_Pass,CrossSell,0.1021,Email,Customer exceeded the data cap in 3 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 3 of the last 3 months.

Add Roaming Daily Pass to get more from your plan.

Ooredoo",APPROVED,offline
97457754350,Data_AddOn_5GB,NBO,0.1586,Email,Customer exceeded the data cap in 1 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97452260386,Retention_Save_25pct,Retention,0.1415,Email,"Customer exceeded the data cap in 1 of the last 3 months, is 13 days from renewal.","Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months, is 13 days from renewal.

Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 13 days - switch with no penalty.

Ooredoo",APPROVED,offline
97454054390,Data_AddOn_5GB,NBO,0.1314,Call,Customer exceeded the data cap in 2 of the last 3 months.,AGENT: Customer exceeded the data cap in 2 of the last 3 months. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97458019431,Data_AddOn_5GB,NBO,0.2245,Call,"Customer exceeded the data cap in 1 of the last 3 months, is 51 days from renewal, logged a recent complaint.","AGENT: Customer exceeded the data cap in 1 of the last 3 months, is 51 days from renewal, logged a recent complaint. Recommend: Data AddOn 5GB suits your usage.",APPROVED,offline
97454379569,Retention_Save_25pct,Retention,0.2224,Push,"Customer exceeded the data cap in 2 of the last 3 months, is 21 days from renewal.","Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 21 days - switch with no p",APPROVED,offline
97453900603,Data_AddOn_5GB,NBO,0.1232,Call,Customer exceeded the data cap in 3 of the last 3 months.,AGENT: Customer exceeded the data cap in 3 of the last 3 months. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97459611474,Data_AddOn_5GB,NBO,0.1873,Email,Customer exceeded the data cap in 1 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97452646711,200mins_Upsell,Upsell,0.3069,Push,Customer is a heavy data user (94% of cap).,You're using 94% of your data - 200mins Upsell gives you more headroom - tap to activate.,APPROVED,offline
97456587774,Retention_Save_25pct,Retention,0.1501,Push,Customer is an active Youth customer.,"Based on your recent usage, our Retention Save 25pct keeps you covered - tap to activate.",APPROVED,offline
97457319707,Data_AddOn_5GB,NBO,0.2139,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97458967801,10GB_Aggressive_HVC,Retention,0.2305,SMS,"Customer exceeded the data cap in 2 of the last 3 months, is a heavy data user (87% of cap), is 6 days from renewal.","Hi! Based on your recent usage, our 10GB Aggressive HVC keeps you covered and your renewal is in 6 days - switch with no penalty. Reply YES. Ooredoo",APPROVED,offline
97452423286,Data_AddOn_5GB,NBO,0.2563,Push,Customer exceeded the data cap in 1 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97454695961,Data_AddOn_5GB,NBO,0.2113,SMS,Customer exceeded the data cap in 1 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97459217316,10GB_Aggressive_HVC,Retention,0.3274,Call,"Customer exceeded the data cap in 2 of the last 3 months, shows elevated churn risk, logged a recent complaint.","AGENT: Customer exceeded the data cap in 2 of the last 3 months, shows elevated churn risk, logged a recent complaint. Recommend: Based on your recent usage, our 10GB Aggressive HVC keeps you covered.",APPROVED,offline
97454177945,Data_AddOn_5GB,NBO,0.2918,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97458348340,Retention_Save_25pct,Retention,0.2248,Push,"Customer exceeded the data cap in 1 of the last 3 months, is 24 days from renewal.","Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 24 days - switch with no p",APPROVED,offline
97451183062,Data_AddOn_5GB,NBO,0.2066,SMS,Customer exceeded the data cap in 2 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97453841992,Retention_Save_25pct,Retention,0.1386,SMS,"Customer exceeded the data cap in 1 of the last 3 months, is 3 days from renewal.","Hi! Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 3 days - switch with no penalty. Reply YES. Ooredoo",APPROVED,offline
97455294539,Data_AddOn_5GB,NBO,0.173,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97457095929,Data_AddOn_5GB,NBO,0.2192,Call,"Customer exceeded the data cap in 1 of the last 3 months, is 24 days from renewal.","AGENT: Customer exceeded the data cap in 1 of the last 3 months, is 24 days from renewal. Recommend: Data AddOn 5GB suits your usage.",APPROVED,offline
97455944505,Data_AddOn_5GB,NBO,0.1394,SMS,Customer exceeded the data cap in 2 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97451803328,Data_AddOn_5GB,NBO,0.2104,Push,Customer exceeded the data cap in 2 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97455062958,Data_AddOn_5GB,NBO,0.15,Push,Customer exceeded the data cap in 2 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97452043233,Data_AddOn_5GB,NBO,0.1836,Email,Customer is 50 days from renewal.,"Dear Customer,

Customer is 50 days from renewal.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97457468703,Data_AddOn_5GB,NBO,0.2183,Push,Customer is an active Mass customer.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97451529525,Data_AddOn_5GB,NBO,0.2288,Call,"Customer exceeded the data cap in 1 of the last 3 months, is 51 days from renewal.","AGENT: Customer exceeded the data cap in 1 of the last 3 months, is 51 days from renewal. Recommend: Data AddOn 5GB suits your usage.",APPROVED,offline
97451176615,10GB_Aggressive_HVC,Retention,0.1151,Email,Customer exceeded the data cap in 1 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months.

Based on your recent usage, our 10GB Aggressive HVC keeps you covered.

Ooredoo",APPROVED,offline
